workerid,proliferate.condition,accuracy,accuracy_bool,age,bonus,correct_img,correct_key,correct_response,ethnicity,failed_audio,failed_images,failed_video,feedback,gender,hidden_img,img_selected,internal_node_id,overall_accuracy,question_order,race,response,rt,rule,stimulus,success,time_elapsed,timeout,trial,trial_index,trial_type,view_history,error
404,color_on,True,1,,,,j,on,,,,,,,,,0.0-36.0,,,,j,950,dark,blicket_images/dc.jpg,,120953,,blicket,40,image-keyboard-response,,
404,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-37.0,,,, ,630,dark,blicket_images/dc_on.jpg,,121585,,feedback,41,image-keyboard-response,,
404,color_on,True,1,,,blicket_images/dc.jpg,,dc,,,,,,,,blicket_images/dc.jpg,0.0-38.0,,,,dc,4717,dark,"Which of these options shows the image from the last trial, that you just saw?",,126307,,pop_quiz,42,html-button-response,,
404,color_on,True,1,,,,,"['dc', 'ds']",,,,,,,,,0.0-39.0,,[0],,"['dc', 'ds']",4958,dark,,,131269,,rule_question,43,survey-multi-select,,
404,color_on,,,,,,,,,,,,,,,,0.0-40.0,,,,0,3148,dark,"<p>Thank you for participating!</p>You answered 15 out of 16 trials correctly, and will recieve a $0.75 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,134418,,,44,html-button-response,,
404,color_on,,,48,0.75,,,,Non-Hispanic,,,,I paid attention to shape and color to determine what made a blicket.,Female,,,0.0-41.0,0.9375,,White,"{'age': '48', 'race': 'White', 'gender': 'Female', 'feedback': 'I paid attention to shape and color to determine what made a blicket.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29393,dark,,,163826,,exit_survey,45,survey-html-form,,
438,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,dark,,True,238,False,,0,preload,,
438,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,dark,,True,458,False,,1,preload,,
438,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,dark,,True,4027,,,2,fullscreen,,
438,color_on,,,,,,,,,,,,,,,,0.0-3.0,,,,0,2853,dark,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,6881,,,3,html-button-response,,
438,color_on,,,,,,,,,,,,,,,,0.0-4.0-0.0,,,,,19142,dark,,,26023,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 3591}, {'page_index': 1, 'viewing_time': 4646}, {'page_index': 2, 'viewing_time': 2510}, {'page_index': 3, 'viewing_time': 4714}, {'page_index': 4, 'viewing_time': 3680}]",
438,color_on,True,,,,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,10841,dark,blicket_images/red_pyramid.jpg,,36871,,comprehension_quiz,5,image-keyboard-response,,
438,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,3603,dark,blicket_images/red_pyramid_on.jpg,,40475,,comprehension_quiz,6,image-keyboard-response,,
438,color_on,True,,,,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,8486,dark,blicket_images/purple_prism.jpg,,48962,,comprehension_quiz,7,image-keyboard-response,,
438,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1959,dark,blicket_images/purple_prism_off.jpg,,50922,,comprehension_quiz,8,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,42161,dark,,,93085,,,9,instructions,"[{'page_index': 0, 'viewing_time': 3545}, {'page_index': 1, 'viewing_time': 1878}, {'page_index': 2, 'viewing_time': 1014}, {'page_index': 3, 'viewing_time': 1614}, {'page_index': 4, 'viewing_time': 1520}, {'page_index': 5, 'viewing_time': 6492}, {'page_index': 6, 'viewing_time': 18008}, {'page_index': 7, 'viewing_time': 6850}, {'page_index': 8, 'viewing_time': 1240}]",
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-6.0,,,,j,4398,dark,blicket_images/dc.jpg,,97484,,blicket,10,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-7.0,,,, ,1907,dark,blicket_images/dc_on.jpg,,99393,,feedback,11,image-keyboard-response,,
438,color_on,True,1,,,,f,off,,,,,,,,,0.0-8.0,,,,f,4754,dark,blicket_images/ls.jpg,,104148,,blicket,12,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-9.0,,,, ,1927,dark,blicket_images/ls_off.jpg,,106076,,feedback,13,image-keyboard-response,,
438,color_on,False,0,,,,f,off,,,,,,,,,0.0-10.0,,,,j,1293,dark,blicket_images/lc.jpg,,107370,,blicket,14,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-11.0,,,, ,1208,dark,blicket_images/lc_off.jpg,,108579,,feedback,15,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-12.0,,,,j,1378,dark,blicket_images/ds.jpg,,109960,,blicket,16,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-13.0,,,, ,2516,dark,blicket_images/ds_on.jpg,,112477,,feedback,17,image-keyboard-response,,
438,color_on,True,1,,,,f,off,,,,,,,,,0.0-14.0,,,,f,1803,dark,blicket_images/lc.jpg,,114281,,blicket,18,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-15.0,,,, ,3015,dark,blicket_images/lc_off.jpg,,117296,,feedback,19,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-16.0,,,,j,4589,dark,blicket_images/dc.jpg,,121885,,blicket,20,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-17.0,,,, ,2470,dark,blicket_images/dc_on.jpg,,124356,,feedback,21,image-keyboard-response,,
438,color_on,True,1,,,,f,off,,,,,,,,,0.0-18.0,,,,f,1807,dark,blicket_images/lc.jpg,,126164,,blicket,22,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-19.0,,,, ,2958,dark,blicket_images/lc_off.jpg,,129123,,feedback,23,image-keyboard-response,,
438,color_on,True,1,,,,f,off,,,,,,,,,0.0-20.0,,,,f,1643,dark,blicket_images/ls.jpg,,130767,,blicket,24,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-21.0,,,, ,799,dark,blicket_images/ls_off.jpg,,131566,,feedback,25,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-22.0,,,,j,2523,dark,blicket_images/ds.jpg,,134090,,blicket,26,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-23.0,,,, ,1795,dark,blicket_images/ds_on.jpg,,135887,,feedback,27,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-24.0,,,,j,1862,dark,blicket_images/dc.jpg,,137749,,blicket,28,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-25.0,,,, ,739,dark,blicket_images/dc_on.jpg,,138489,,feedback,29,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-26.0,,,,j,1615,dark,blicket_images/ds.jpg,,140105,,blicket,30,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-27.0,,,, ,925,dark,blicket_images/ds_on.jpg,,141031,,feedback,31,image-keyboard-response,,
438,color_on,True,1,,,,f,off,,,,,,,,,0.0-28.0,,,,f,1129,dark,blicket_images/ls.jpg,,142161,,blicket,32,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-29.0,,,, ,959,dark,blicket_images/ls_off.jpg,,143121,,feedback,33,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-30.0,,,,j,2018,dark,blicket_images/ds.jpg,,145140,,blicket,34,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-31.0,,,, ,702,dark,blicket_images/ds_on.jpg,,145842,,feedback,35,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-32.0,,,,j,1259,dark,blicket_images/dc.jpg,,147101,,blicket,36,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-33.0,,,, ,666,dark,blicket_images/dc_on.jpg,,147768,,feedback,37,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-34.0,,,,j,1031,dark,blicket_images/ds.jpg,,148802,,blicket,38,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-35.0,,,, ,739,dark,blicket_images/ds_on.jpg,,149542,,feedback,39,image-keyboard-response,,
438,color_on,True,1,,,,j,on,,,,,,,,,0.0-36.0,,,,j,724,dark,blicket_images/dc.jpg,,150267,,blicket,40,image-keyboard-response,,
438,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-37.0,,,, ,913,dark,blicket_images/dc_on.jpg,,151181,,feedback,41,image-keyboard-response,,
438,color_on,True,1,,,blicket_images/dc.jpg,,dc,,,,,,,,blicket_images/dc.jpg,0.0-38.0,,,,dc,4557,dark,"Which of these options shows the image from the last trial, that you just saw?",,155739,,pop_quiz,42,html-button-response,,
438,color_on,True,1,,,,,"['dc', 'ds']",,,,,,,,,0.0-39.0,,[0],,"['dc', 'ds']",8792,dark,,,164536,,rule_question,43,survey-multi-select,,
438,color_on,,,,,,,,,,,,,,,,0.0-40.0,,,,0,4890,dark,"<p>Thank you for participating!</p>You answered 15 out of 16 trials correctly, and will recieve a $0.75 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,169427,,,44,html-button-response,,
438,color_on,,,62,0.75,,,,Non-Hispanic,,,,Got the first two by accident and then went with a dark theme.,Male,,,0.0-41.0,0.9375,,White,"{'age': '62', 'race': 'White', 'gender': 'Male', 'feedback': 'Got the first two by accident and then went with a dark theme.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",46372,dark,,,215799,,exit_survey,45,survey-html-form,,
343,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,dark,,True,454,False,,0,preload,,
343,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,dark,,True,1022,False,,1,preload,,
343,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,dark,,True,4104,,,2,fullscreen,,
343,color_on,,,,,,,,,,,,,,,,0.0-3.0,,,,0,4760,dark,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,8873,,,3,html-button-response,,
343,color_on,,,,,,,,,,,,,,,,0.0-4.0-0.0,,,,,28246,dark,,,37124,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 2337}, {'page_index': 1, 'viewing_time': 4938}, {'page_index': 2, 'viewing_time': 3278}, {'page_index': 3, 'viewing_time': 12761}, {'page_index': 4, 'viewing_time': 4929}]",
343,color_on,True,,,,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,13118,dark,blicket_images/red_pyramid.jpg,,50277,,comprehension_quiz,5,image-keyboard-response,,
343,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,1674,dark,blicket_images/red_pyramid_on.jpg,,51957,,comprehension_quiz,6,image-keyboard-response,,
343,color_on,True,,,,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,11399,dark,blicket_images/purple_prism.jpg,,63361,,comprehension_quiz,7,image-keyboard-response,,
343,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1179,dark,blicket_images/purple_prism_off.jpg,,64543,,comprehension_quiz,8,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,73368,dark,,,137916,,,9,instructions,"[{'page_index': 0, 'viewing_time': 7004}, {'page_index': 1, 'viewing_time': 2614}, {'page_index': 2, 'viewing_time': 2643}, {'page_index': 3, 'viewing_time': 2209}, {'page_index': 4, 'viewing_time': 1911}, {'page_index': 5, 'viewing_time': 11433}, {'page_index': 6, 'viewing_time': 33731}, {'page_index': 7, 'viewing_time': 9868}, {'page_index': 8, 'viewing_time': 1953}]",
343,color_on,False,0,,,,f,off,,,,,,,,,0.0-6.0,,,,j,5198,dark,blicket_images/ls.jpg,,143120,,blicket,10,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-7.0,,,, ,5079,dark,blicket_images/ls_off.jpg,,148210,,feedback,11,image-keyboard-response,,
343,color_on,True,1,,,,j,on,,,,,,,,,0.0-8.0,,,,j,4370,dark,blicket_images/dc.jpg,,152586,,blicket,12,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-9.0,,,, ,2204,dark,blicket_images/dc_on.jpg,,154795,,feedback,13,image-keyboard-response,,
343,color_on,True,1,,,,j,on,,,,,,,,,0.0-10.0,,,,j,3646,dark,blicket_images/ds.jpg,,158446,,blicket,14,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-11.0,,,, ,2238,dark,blicket_images/ds_on.jpg,,160689,,feedback,15,image-keyboard-response,,
343,color_on,True,1,,,,j,on,,,,,,,,,0.0-12.0,,,,j,3224,dark,blicket_images/dc.jpg,,163951,,blicket,16,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-13.0,,,, ,1273,dark,blicket_images/dc_on.jpg,,165228,,feedback,17,image-keyboard-response,,
343,color_on,True,1,,,,f,off,,,,,,,,,0.0-14.0,,,,f,2031,dark,blicket_images/ls.jpg,,167264,,blicket,18,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-15.0,,,, ,1351,dark,blicket_images/ls_off.jpg,,168618,,feedback,19,image-keyboard-response,,
343,color_on,True,1,,,,f,off,,,,,,,,,0.0-16.0,,,,f,2438,dark,blicket_images/lc.jpg,,171061,,blicket,20,image-keyboard-response,,
343,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-17.0,,,, ,1439,dark,blicket_images/lc_off.jpg,,172504,,feedback,21,image-keyboard-response,,
343,color_on,True,1,,,,j,on,,,,,,,,,0.0-18.0,,,,j,2461,dark,blicket_images/ds.jpg,,174972,,blicket,22,image-keyboard-response,,
