workerid,proliferate.condition,age,bonus,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,rule,time_elapsed,trial,trial_index,trial_type,error
828,color_on,21,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '21', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10976,dark,107619,exit_survey,16,survey-html-form,
827,color_on,28,0.025,Non-Hispanic,It didn't go on long enough to determine,Female,0.0-12.0,0.5,White,"{'age': '28', 'race': 'White', 'gender': 'Female', 'feedback': ""It didn't go on long enough to determine"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16799,dark,89759,exit_survey,22,survey-html-form,
772,color_on,42,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '42', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16685,light,124244,exit_survey,16,survey-html-form,
791,color_on,28,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '28', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11604,dark,97786,exit_survey,16,survey-html-form,
781,color_off,47,0.025,Non-Hispanic,I chose the one I saw earlier that was a blicket. Wish we had more trials. The task was fun.,Female,0.0-12.0,0.5,White,"{'age': '47', 'race': 'White', 'gender': 'Female', 'feedback': 'I chose the one I saw earlier that was a blicket. Wish we had more trials. The task was fun.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",131283,dark,282052,exit_survey,16,survey-html-form,
843,color_off,43,0.025,Hispanic,"color, shape",Female,0.0-12.0,0.5,Multiracial,"{'age': '43', 'race': 'Multiracial', 'gender': 'Female', 'feedback': 'color, shape', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",452999,dark,540559,exit_survey,16,survey-html-form,
773,color_off,19,0.05,Hispanic,Dark objects,Female,0.0-12.0,1,Multiracial,"{'age': '19', 'race': 'Multiracial', 'gender': 'Female', 'feedback': 'Dark objects', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",26855,dark,134150,exit_survey,16,survey-html-form,
740,color_off,75,0.05,,I guessed,Female,0.0-12.0,1,White,"{'age': '75', 'race': 'White', 'gender': 'Female', 'feedback': 'I guessed', 'other_race': '', 'other_gender': ''}",25889,light,244483,exit_survey,28,survey-html-form,
786,color_off,25,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11460,light,107483,exit_survey,22,survey-html-form,
767,color_off,25,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18573,light,132279,exit_survey,22,survey-html-form,
798,color_off,60,0.025,,the shape,Female,0.0-12.0,0.5,White,"{'age': '60', 'race': 'White', 'gender': 'Female', 'feedback': 'the shape', 'other_race': '', 'other_gender': ''}",32471,dark,206580,exit_survey,16,survey-html-form,
814,color_off,20,0.025,Non-Hispanic,,Female,0.0-12.0,0.5,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20568,light,124001,exit_survey,22,survey-html-form,
810,color_off,20,0,Non-Hispanic,,Female,0.0-12.0,0,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",8135,light,78969,exit_survey,22,survey-html-form,
839,color_off,39,0,Non-Hispanic,I just guessed,Female,0.0-12.0,0,White,"{'age': '39', 'race': 'White', 'gender': 'Female', 'feedback': 'I just guessed', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",48207,light,337621,exit_survey,16,survey-html-form,
744,color_off,20,0.025,Non-Hispanic,NA,Female,0.0-12.0,0.5,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': 'NA', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18951,light,111421,exit_survey,16,survey-html-form,
731,color_off,27,0.025,Non-Hispanic,,Male,0.0-12.0,0.5,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14402,dark,143752,exit_survey,16,survey-html-form,
759,color_off,20,0.025,Non-Hispanic,The colors,Female,0.0-12.0,0.5,Black/African American,"{'age': '20', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'The colors', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21988,light,143443,exit_survey,16,survey-html-form,
820,color_off,25,0,Non-Hispanic,,Female,0.0-12.0,0,Asian,"{'age': '25', 'race': 'Asian', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",12104,dark,131735,exit_survey,22,survey-html-form,
826,color_off,41,0.05,Non-Hispanic,I just guessed on the first one and then did opposite on the second. ,Female,0.0-12.0,1,White,"{'age': '41', 'race': 'White', 'gender': 'Female', 'feedback': 'I just guessed on the first one and then did opposite on the second. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",40695,dark,241335,exit_survey,16,survey-html-form,
777,color_off,59,0.05,Non-Hispanic,just a guess really,Female,0.0-12.0,1,White,"{'age': '59', 'race': 'White', 'gender': 'Female', 'feedback': 'just a guess really', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",25916,light,139580,exit_survey,16,survey-html-form,
818,color_off,32,0.05,Non-Hispanic,,Female,0.0-12.0,1,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10112,dark,165868,exit_survey,22,survey-html-form,
802,color_off,39,0.025,Hispanic,The main factor was the shade of the shape and how it interacted with the machine.,Male,0.0-12.0,0.5,White,"{'age': '39', 'race': 'White', 'gender': 'Male', 'feedback': 'The main factor was the shade of the shape and how it interacted with the machine.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",55935,dark,255787,exit_survey,16,survey-html-form,
850,color_off,55,0.05,Non-Hispanic,I carefully studied the images that were provided.,Female,0.0-12.0,1,White,"{'age': '55', 'race': 'White', 'gender': 'Female', 'feedback': 'I carefully studied the images that were provided.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",49423,light,235077,exit_survey,16,survey-html-form,
736,color_off,31,0.025,Hispanic,color,Male,0.0-12.0,0.5,Multiracial,"{'age': '31', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'color', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",22751,light,160158,exit_survey,16,survey-html-form,
835,color_off,28,0.025,Non-Hispanic,What I thought was a blicket,Female,0.0-12.0,0.5,White,"{'age': '28', 'race': 'White', 'gender': 'Female', 'feedback': 'What I thought was a blicket', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18482,dark,103233,exit_survey,16,survey-html-form,
727,color_off,55,0.05,Non-Hispanic,went with the light colored one,Female,0.0-12.0,1,White,"{'age': '55', 'race': 'White', 'gender': 'Female', 'feedback': 'went with the light colored one', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22469,light,857542,exit_survey,16,survey-html-form,
792,color_off,31,0.025,Non-Hispanic,"Since cylinders were not part of the trial I disregarded them as Blickets, incorrectly it seems",Non-binary,0.0-12.0,0.5,White,"{'age': '31', 'race': 'White', 'gender': 'Non-binary', 'feedback': 'Since cylinders were not part of the trial I disregarded them as Blickets, incorrectly it seems', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",36863,light,158890,exit_survey,22,survey-html-form,
778,color_off,23,0.025,Non-Hispanic,"Given the shape we were provided and knew the correct answer of, I made an educated guess as to which light/dark cylinder/cube was a blinket.",Female,0.0-12.0,0.5,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': 'Given the shape we were provided and knew the correct answer of, I made an educated guess as to which light/dark cylinder/cube was a blinket.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",56345,dark,147486,exit_survey,16,survey-html-form,
764,color_off,26,0.025,Non-Hispanic,I went with what I remembered.,Male,0.0-12.0,0.5,Multiracial,"{'age': '26', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'I went with what I remembered.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18534,light,445569,exit_survey,16,survey-html-form,
790,color_off,32,0.05,,"I feel like the last part of this trial went very quickly, but I just based my guess on the first bliket that was shown to me.",Female,0.0-12.0,1,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': 'I feel like the last part of this trial went very quickly, but I just based my guess on the first bliket that was shown to me.', 'other_race': '', 'other_gender': ''}",47169,dark,209436,exit_survey,16,survey-html-form,
755,color_off,36,0.05,Non-Hispanic,Nope,Male,0.0-12.0,1,White African,"{'age': '36', 'race': 'other_race', 'gender': 'Male', 'feedback': 'Nope', 'ethnicity': 'Non-Hispanic', 'other_race': 'White African', 'other_gender': ''}",16665,dark,116192,exit_survey,16,survey-html-form,
752,color_off,59,0.025,Non-Hispanic,honestly I was just guessing,Male,0.0-12.0,0.5,White,"{'age': '59', 'race': 'White', 'gender': 'Male', 'feedback': 'honestly I was just guessing', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",49373,dark,207130,exit_survey,16,survey-html-form,
831,color_off,27,0.025,Hispanic,I was just guessing based on the prompt ,Female,0.0-12.0,0.5,Multiracial,"{'age': '27', 'race': 'Multiracial', 'gender': 'Female', 'feedback': 'I was just guessing based on the prompt ', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",23088,dark,99519,exit_survey,16,survey-html-form,
847,color_off,23,0,Non-Hispanic,none,Male,0.0-12.0,0,Asian,"{'age': '23', 'race': 'Asian', 'gender': 'Male', 'feedback': 'none', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17556,light,133380,exit_survey,16,survey-html-form,
838,shape_off,23,0.05,Hispanic,,Male,0.0-12.0,1,Hispanic,"{'age': '23', 'race': 'other_race', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': 'Hispanic', 'other_gender': ''}",25843,cylinder,167622,exit_survey,22,survey-html-form,
756,shape_off,20,0.05,Non-Hispanic,no,Female,0.0-12.0,1,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': 'no', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9719,cylinder,94746,exit_survey,28,survey-html-form,
776,shape_off,30,0.025,Non-Hispanic,,Female,0.0-12.0,0.5,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",12466,cube,202107,exit_survey,16,survey-html-form,
785,shape_off,27,0.05,Non-Hispanic,Same Object ,Female,0.0-12.0,1,White,"{'age': '27', 'race': 'White', 'gender': 'Female', 'feedback': 'Same Object ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17967,cube,173360,exit_survey,22,survey-html-form,
825,shape_off,34,0.05,Non-Hispanic,i just guessed,Male,0.0-12.0,1,White,"{'age': '34', 'race': 'White', 'gender': 'Male', 'feedback': 'i just guessed', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",12660,cube,126409,exit_survey,16,survey-html-form,
739,shape_off,23,0.05,Non-Hispanic,I decided to go with cubes as Blickets.,Female,0.0-12.0,1,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': 'I decided to go with cubes as Blickets.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42166,cube,210220,exit_survey,16,survey-html-form,
842,shape_off,23,0.05,Non-Hispanic,I went with my intuition based on the test trials!,Female,0.0-12.0,1,Black/African American,"{'age': '23', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'I went with my intuition based on the test trials!', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",28649,cube,108637,exit_survey,22,survey-html-form,
846,shape_off,32,0,Non-Hispanic,,,0.0-12.0,0,White,"{'age': '32', 'race': 'White', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10071,cube,82005,exit_survey,16,survey-html-form,
789,shape_off,32,0.025,Non-Hispanic,Disappointed that there weren't enough trials to actively logic out the rules of blicketts,Female,0.0-12.0,0.5,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': ""Disappointed that there weren't enough trials to actively logic out the rules of blicketts"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",40582,cylinder,147928,exit_survey,16,survey-html-form,
726,shape_off,20,0,Hispanic,,Female,0.0-12.0,0,White,"{'age': '20', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",15506,cylinder,109190,exit_survey,16,survey-html-form,
806,shape_off,38,0.025,Non-Hispanic,I figured since one darker shape was a blicket the other must be too. ,Female,0.0-12.0,0.5,White,"{'age': '38', 'race': 'White', 'gender': 'Female', 'feedback': 'I figured since one darker shape was a blicket the other must be too. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",26069,cylinder,116388,exit_survey,16,survey-html-form,
822,shape_off,34,0.025,Non-Hispanic,I wasn't sure how to respond as the light or dark indications didn't state whether the objects would be a blicket or not depending on the shade.,Female,0.0-12.0,0.5,Black/African American,"{'age': '34', 'race': 'Black/African American', 'gender': 'Female', 'feedback': ""I wasn't sure how to respond as the light or dark indications didn't state whether the objects would be a blicket or not depending on the shade."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",56072,cylinder,199950,exit_survey,16,survey-html-form,
830,shape_off,39,0,Non-Hispanic,My response was based on the color and shape of the objects shown.,Female,0.0-12.0,0,White,"{'age': '39', 'race': 'White', 'gender': 'Female', 'feedback': 'My response was based on the color and shape of the objects shown.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",117206,cylinder,305670,exit_survey,16,survey-html-form,
797,shape_off,56,0.025,Non-Hispanic,I tried to go by what I previously learned about the objects,Female,0.0-12.0,0.5,White,"{'age': '56', 'race': 'White', 'gender': 'Female', 'feedback': 'I tried to go by what I previously learned about the objects', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42515,cube,149547,exit_survey,16,survey-html-form,
801,shape_off,34,0.05,Non-Hispanic,"I figured the blicketts seemed to have flat tops, and most of the objects initially shown were colorful, so I figured the light ones weren't blicketts",Female,0.0-12.0,1,White,"{'age': '34', 'race': 'White', 'gender': 'Female', 'feedback': ""I figured the blicketts seemed to have flat tops, and most of the objects initially shown were colorful, so I figured the light ones weren't blicketts"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",41464,cylinder,150606,exit_survey,16,survey-html-form,
771,shape_off,59,0.025,Non-Hispanic,Shapes and color density,Male,0.0-12.0,0.5,Black/African American,"{'age': '59', 'race': 'Black/African American', 'gender': 'Male', 'feedback': 'Shapes and color density', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",39330,cube,405323,exit_survey,28,survey-html-form,
743,shape_off,19,0.05,Hispanic,,Female,0.0-12.0,1,White,"{'age': '19', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",16864,cube,156693,exit_survey,28,survey-html-form,
751,shape_off,30,0.025,Non-Hispanic,"shape, color",Female,0.0-12.0,0.5,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': 'shape, color', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17307,cube,159014,exit_survey,22,survey-html-form,
747,shape_off,26,0.025,Non-Hispanic,The shape that worked.,Female,0.0-12.0,0.5,Multiracial,"{'age': '26', 'race': 'Multiracial', 'gender': 'Female', 'feedback': 'The shape that worked.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22615,cube,102561,exit_survey,16,survey-html-form,
768,shape_off,40,0.05,Non-Hispanic,Originally I thought that they had a certain number of corners. Then I thought it was the color.,Male,0.0-12.0,1,White,"{'age': '40', 'race': 'White', 'gender': 'Male', 'feedback': 'Originally I thought that they had a certain number of corners. Then I thought it was the color.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",53982,cube,186690,exit_survey,16,survey-html-form,
809,shape_off,21,0.05,Non-Hispanic,,Female,0.0-12.0,1,White,"{'age': '21', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9870,cube,77922,exit_survey,16,survey-html-form,
813,shape_off,35,0.05,Non-Hispanic,"I decided to go with the blocks with a darker, solid fill instead of the blocks that are light colored or empty.
The initial 2 examples followed the same pattern. Solid or Darker color or ones that appeared to be filled in. ",Male,0.0-12.0,1,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': 'I decided to go with the blocks with a darker, solid fill instead of the blocks that are light colored or empty.\nThe initial 2 examples followed the same pattern. Solid or Darker color or ones that appeared to be filled in. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",115191,cylinder,241970,exit_survey,16,survey-html-form,
817,shape_off,33,0.05,Non-Hispanic,"I had no outside context, so I decided to see if the first one was a blicket, once it was confirmed, the next one I decided to do the opposite. Aka, pure random guessing. ",Male,0.0-12.0,1,White,"{'age': '33', 'race': 'White', 'gender': 'Male', 'feedback': 'I had no outside context, so I decided to see if the first one was a blicket, once it was confirmed, the next one I decided to do the opposite. Aka, pure random guessing. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",59969,cylinder,157060,exit_survey,16,survey-html-form,
849,shape_off,42,0.05,Hispanic,,Male,0.0-12.0,1,White,"{'age': '42', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",23430,cylinder,125670,exit_survey,16,survey-html-form,
834,shape_off,24,0.05,Non-Hispanic,no,Female,0.0-12.0,1,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'no', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11991,cube,118293,exit_survey,16,survey-html-form,
760,shape_off,27,0.025,Non-Hispanic,I just guessed on the first choice. The second I tried to determine if being the same color meant both shapes were blickets. ,Male,0.0-12.0,0.5,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': 'I just guessed on the first choice. The second I tried to determine if being the same color meant both shapes were blickets. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",65663,cube,166001,exit_survey,16,survey-html-form,
735,shape_off,39,0,Non-Hispanic,,Female,0.0-12.0,0,White,"{'age': '39', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15208,cube,225849,exit_survey,16,survey-html-form,
763,shape_off,51,0,Non-Hispanic,no,Female,0.0-12.0,0,White,"{'age': '51', 'race': 'White', 'gender': 'Female', 'feedback': 'no', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15898,cube,148665,exit_survey,16,survey-html-form,
