workerid,proliferate.condition,accuracy,accuracy_bool,correct_img,correct_key,correct_response,hidden_img,img_selected,internal_node_id,question_order,response,rt,rule,stimulus,time_elapsed,trial,trial_index,trial_type,error
840,color_on,False,0,blicket_images/lc.jpg,,lc,,blicket_images/ls.jpg,0.0-9.0,,ls,3154,light,"Which of these options shows the image from the last trial, that you just saw?",67321,pop_quiz,13,html-button-response,
840,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['ls'],2626,light,,69949,rule_question,14,survey-multi-select,
851,color_on,False,0,,f,off,blicket_images/lc.jpg,,0.0-6.0,,j,4989,dark,blicket_images/lc.jpg,90081,blicket,10,image-keyboard-response,
851,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,1124,dark,blicket_images/ds.jpg,98412,blicket,12,image-keyboard-response,
851,color_on,True,1,blicket_images/ds.jpg,,ds,,blicket_images/ds.jpg,0.0-9.0,,ds,3978,dark,"Which of these options shows the image from the last trial, that you just saw?",102394,pop_quiz,13,html-button-response,
851,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['ds'],5401,dark,,107815,rule_question,14,survey-multi-select,
848,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-6.0,,j,1356,light,blicket_images/dc.jpg,52810,blicket,10,image-keyboard-response,
848,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,1127,light,blicket_images/ls.jpg,54992,blicket,12,image-keyboard-response,
848,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,5034,light,"Which of these options shows the image from the last trial, that you just saw?",60030,pop_quiz,13,html-button-response,
848,color_on,True,1,,,"['lc', 'ls']",,,0.0-10.0,[0],"['lc', 'ls']",8082,light,,68127,rule_question,14,survey-multi-select,
832,color_on,False,0,,j,on,blicket_images/ds.jpg,,0.0-6.0,,f,4676,dark,blicket_images/ds.jpg,91037,blicket,10,image-keyboard-response,
832,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-8.0,,f,4314,dark,blicket_images/dc.jpg,98469,blicket,12,image-keyboard-response,
832,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-9.0,,dc,6548,dark,"Which of these options shows the image from the last trial, that you just saw?",105020,pop_quiz,13,html-button-response,
832,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['ds'],10606,dark,,115634,rule_question,14,survey-multi-select,
795,color_on,True,1,,f,off,blicket_images/ls.jpg,,0.0-6.0,,f,7539,dark,blicket_images/ls.jpg,135277,blicket,10,image-keyboard-response,
795,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-8.0,,j,3691,dark,blicket_images/dc.jpg,142023,blicket,12,image-keyboard-response,
795,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-9.0,,dc,7933,dark,"Which of these options shows the image from the last trial, that you just saw?",149959,pop_quiz,13,html-button-response,
795,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],"['dc', 'lc']",10084,dark,,160047,rule_question,14,survey-multi-select,
844,color_on,False,0,,j,on,blicket_images/lc.jpg,,0.0-6.0,,f,8502,light,blicket_images/lc.jpg,154426,blicket,10,image-keyboard-response,
844,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,3332,light,blicket_images/ls.jpg,160610,blicket,12,image-keyboard-response,
844,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,7369,light,"Which of these options shows the image from the last trial, that you just saw?",167982,pop_quiz,13,html-button-response,
844,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['lc'],10266,light,,178257,rule_question,14,survey-multi-select,
765,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-6.0,,j,2533,light,blicket_images/ls.jpg,81292,blicket,10,image-keyboard-response,
765,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-8.0,,j,1133,light,blicket_images/lc.jpg,83452,blicket,12,image-keyboard-response,
765,color_on,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,9431,light,"Which of these options shows the image from the last trial, that you just saw?",92884,pop_quiz,13,html-button-response,
765,color_on,True,1,,,"['lc', 'ls']",,,0.0-10.0,[0],"['lc', 'ls']",10862,light,,103751,rule_question,14,survey-multi-select,
737,color_on,True,1,,f,off,blicket_images/dc.jpg,,0.0-6.0,,f,5014,light,blicket_images/dc.jpg,108929,blicket,16,image-keyboard-response,
737,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-8.0,,j,2963,light,blicket_images/lc.jpg,113348,blicket,18,image-keyboard-response,
737,color_on,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,5150,light,"Which of these options shows the image from the last trial, that you just saw?",118502,pop_quiz,19,html-button-response,
737,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],"['dc', 'lc']",12007,light,,130518,rule_question,20,survey-multi-select,
807,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-6.0,,j,2962,light,blicket_images/lc.jpg,88884,blicket,16,image-keyboard-response,
807,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,1927,light,blicket_images/ls.jpg,95792,blicket,18,image-keyboard-response,
807,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,5022,light,"Which of these options shows the image from the last trial, that you just saw?",100816,pop_quiz,19,html-button-response,
807,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['lc'],5065,light,,105886,rule_question,20,survey-multi-select,
819,color_on,False,0,,f,off,blicket_images/ds.jpg,,0.0-6.0,,j,4352,light,blicket_images/ds.jpg,495939,blicket,10,image-keyboard-response,
819,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-8.0,,j,18600,light,blicket_images/lc.jpg,518697,blicket,12,image-keyboard-response,
819,color_on,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,8061,light,"Which of these options shows the image from the last trial, that you just saw?",526763,pop_quiz,13,html-button-response,
819,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],"['dc', 'lc']",9847,light,,536622,rule_question,14,survey-multi-select,
757,color_on,False,0,,f,off,blicket_images/lc.jpg,,0.0-6.0,,j,4083,dark,blicket_images/lc.jpg,136416,blicket,10,image-keyboard-response,
757,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-8.0,,j,1651,dark,blicket_images/dc.jpg,139925,blicket,12,image-keyboard-response,
757,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-9.0,,dc,4704,dark,"Which of these options shows the image from the last trial, that you just saw?",144632,pop_quiz,13,html-button-response,
757,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],"['dc', 'lc']",7455,dark,,152094,rule_question,14,survey-multi-select,
803,color_on,True,1,,f,off,blicket_images/ds.jpg,,0.0-6.0,,f,2083,light,blicket_images/ds.jpg,43865,blicket,10,image-keyboard-response,
803,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-8.0,,j,2422,light,blicket_images/lc.jpg,47947,blicket,12,image-keyboard-response,
803,color_on,False,0,blicket_images/lc.jpg,,lc,,blicket_images/ds.jpg,0.0-9.0,,ds,4377,light,"Which of these options shows the image from the last trial, that you just saw?",52326,pop_quiz,13,html-button-response,
803,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['ds'],3331,light,,55663,rule_question,14,survey-multi-select,
779,color_on,False,0,,f,off,blicket_images/ds.jpg,,0.0-6.0,,j,1900,light,blicket_images/ds.jpg,59383,blicket,16,image-keyboard-response,
779,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,1271,light,blicket_images/ls.jpg,61631,blicket,18,image-keyboard-response,
779,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,2797,light,"Which of these options shows the image from the last trial, that you just saw?",64429,pop_quiz,19,html-button-response,
779,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['ls'],3631,light,,68062,rule_question,20,survey-multi-select,
729,color_on,False,0,,j,on,blicket_images/lc.jpg,,0.0-6.0,,f,7763,light,blicket_images/lc.jpg,198876,blicket,16,image-keyboard-response,
729,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,3820,light,blicket_images/ls.jpg,205337,blicket,18,image-keyboard-response,
729,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,11213,light,"Which of these options shows the image from the last trial, that you just saw?",216552,pop_quiz,19,html-button-response,
729,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],"['dc', 'ds', 'lc', 'ls']",29504,light,,246064,rule_question,20,survey-multi-select,
783,color_on,False,0,,j,on,blicket_images/ds.jpg,,0.0-6.0,,f,2547,dark,blicket_images/ds.jpg,90501,blicket,16,image-keyboard-response,
783,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-8.0,,f,2463,dark,blicket_images/dc.jpg,94469,blicket,18,image-keyboard-response,
783,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-9.0,,dc,9431,dark,"Which of these options shows the image from the last trial, that you just saw?",103900,pop_quiz,19,html-button-response,
783,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['dc'],6060,dark,,109964,rule_question,20,survey-multi-select,
836,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-6.0,,j,5110,dark,blicket_images/ls.jpg,87772,blicket,16,image-keyboard-response,
836,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,1409,dark,blicket_images/ds.jpg,90216,blicket,18,image-keyboard-response,
836,color_on,False,0,blicket_images/ds.jpg,,ds,,blicket_images/dc.jpg,0.0-9.0,,dc,4775,dark,"Which of these options shows the image from the last trial, that you just saw?",94993,pop_quiz,19,html-button-response,
836,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],"['dc', 'lc']",6228,dark,,101228,rule_question,20,survey-multi-select,
823,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-6.0,,j,2448,light,blicket_images/dc.jpg,84219,blicket,10,image-keyboard-response,
823,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-8.0,,j,1298,light,blicket_images/lc.jpg,88430,blicket,12,image-keyboard-response,
823,color_on,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,3314,light,"Which of these options shows the image from the last trial, that you just saw?",91746,pop_quiz,13,html-button-response,
823,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['lc'],3411,light,,95159,rule_question,14,survey-multi-select,
774,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-6.0,,j,2369,dark,blicket_images/ls.jpg,178403,blicket,10,image-keyboard-response,
774,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,2141,dark,blicket_images/ds.jpg,190012,blicket,12,image-keyboard-response,
774,color_on,True,1,blicket_images/ds.jpg,,ds,,blicket_images/ds.jpg,0.0-9.0,,ds,4642,dark,"Which of these options shows the image from the last trial, that you just saw?",194661,pop_quiz,13,html-button-response,
774,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['ds'],8310,dark,,202993,rule_question,14,survey-multi-select,
733,color_on,False,0,,f,off,blicket_images/ds.jpg,,0.0-6.0,,j,2653,light,blicket_images/ds.jpg,75774,blicket,10,image-keyboard-response,
733,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,1415,light,blicket_images/ls.jpg,81679,blicket,12,image-keyboard-response,
733,color_on,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,6754,light,"Which of these options shows the image from the last trial, that you just saw?",88435,pop_quiz,13,html-button-response,
733,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],"['dc', 'lc']",15325,light,,103767,rule_question,14,survey-multi-select,
753,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-6.0,,j,2576,light,blicket_images/dc.jpg,54298,blicket,10,image-keyboard-response,
753,color_on,True,1,,j,on,blicket_images/ls.jpg,,0.0-8.0,,j,2087,light,blicket_images/ls.jpg,58488,blicket,12,image-keyboard-response,
753,color_on,False,0,blicket_images/ls.jpg,,ls,,blicket_images/lc.jpg,0.0-9.0,,lc,4423,light,"Which of these options shows the image from the last trial, that you just saw?",62913,pop_quiz,13,html-button-response,
753,color_on,True,1,,,"['lc', 'ls']",,,0.0-10.0,[0],"['lc', 'ls']",5759,light,,68676,rule_question,14,survey-multi-select,
761,color_on,False,0,,j,on,blicket_images/dc.jpg,,0.0-6.0,,f,4046,dark,blicket_images/dc.jpg,100287,blicket,16,image-keyboard-response,
761,color_on,False,0,,j,on,blicket_images/ds.jpg,,0.0-8.0,,f,1538,dark,blicket_images/ds.jpg,102733,blicket,18,image-keyboard-response,
761,color_on,False,0,blicket_images/ds.jpg,,ds,,blicket_images/dc.jpg,0.0-9.0,,dc,3863,dark,"Which of these options shows the image from the last trial, that you just saw?",106596,pop_quiz,19,html-button-response,
761,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['dc'],2687,dark,,109286,rule_question,20,survey-multi-select,
769,color_on,False,0,,j,on,blicket_images/lc.jpg,,0.0-6.0,,f,1977,light,blicket_images/lc.jpg,65877,blicket,16,image-keyboard-response,
769,color_on,False,0,,j,on,blicket_images/ls.jpg,,0.0-8.0,,f,1215,light,blicket_images/ls.jpg,72251,blicket,18,image-keyboard-response,
769,color_on,False,0,blicket_images/ls.jpg,,ls,,blicket_images/lc.jpg,0.0-9.0,,lc,2715,light,"Which of these options shows the image from the last trial, that you just saw?",74968,pop_quiz,19,html-button-response,
769,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['dc'],5491,light,,80468,rule_question,20,survey-multi-select,
828,color_on,False,0,,f,off,blicket_images/lc.jpg,,0.0-6.0,,j,6363,dark,blicket_images/lc.jpg,80213,blicket,10,image-keyboard-response,
828,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,2783,dark,blicket_images/ds.jpg,84300,blicket,12,image-keyboard-response,
828,color_on,True,1,blicket_images/ds.jpg,,ds,,blicket_images/ds.jpg,0.0-9.0,,ds,3229,dark,"Which of these options shows the image from the last trial, that you just saw?",87533,pop_quiz,13,html-button-response,
828,color_on,True,1,,,"['dc', 'ds']",,,0.0-10.0,[0],"['dc', 'ds']",5039,dark,,92587,rule_question,14,survey-multi-select,
827,color_on,False,0,,f,off,blicket_images/ls.jpg,,0.0-6.0,,j,2086,dark,blicket_images/ls.jpg,57224,blicket,16,image-keyboard-response,
827,color_on,True,1,,j,on,blicket_images/ds.jpg,,0.0-8.0,,j,1320,dark,blicket_images/ds.jpg,61488,blicket,18,image-keyboard-response,
827,color_on,True,1,blicket_images/ds.jpg,,ds,,blicket_images/ds.jpg,0.0-9.0,,ds,4032,dark,"Which of these options shows the image from the last trial, that you just saw?",65520,pop_quiz,19,html-button-response,
827,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['ds'],4294,dark,,69817,rule_question,20,survey-multi-select,
772,color_on,False,0,,f,off,blicket_images/dc.jpg,,0.0-6.0,,j,5166,light,blicket_images/dc.jpg,83085,blicket,10,image-keyboard-response,
772,color_on,True,1,,j,on,blicket_images/lc.jpg,,0.0-8.0,,j,1191,light,blicket_images/lc.jpg,87181,blicket,12,image-keyboard-response,
772,color_on,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,6542,light,"Which of these options shows the image from the last trial, that you just saw?",93724,pop_quiz,13,html-button-response,
772,color_on,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['lc'],8858,light,,102585,rule_question,14,survey-multi-select,
791,color_on,False,0,,f,off,blicket_images/lc.jpg,,0.0-6.0,,j,5206,dark,blicket_images/lc.jpg,66199,blicket,10,image-keyboard-response,
791,color_on,True,1,,j,on,blicket_images/dc.jpg,,0.0-8.0,,j,1591,dark,blicket_images/dc.jpg,69015,blicket,12,image-keyboard-response,
791,color_on,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-9.0,,dc,8406,dark,"Which of these options shows the image from the last trial, that you just saw?",77422,pop_quiz,13,html-button-response,
791,color_on,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['ds'],5012,dark,,82436,rule_question,14,survey-multi-select,
781,color_off,False,0,,j,on,blicket_images/dc.jpg,,0.0-6.0,,f,3209,dark,blicket_images/dc.jpg,115685,blicket,10,image-keyboard-response,
781,color_off,True,1,,f,off,blicket_images/ls.jpg,,0.0-8.0,,f,2754,dark,blicket_images/ls.jpg,122148,blicket,12,image-keyboard-response,
781,color_off,False,0,blicket_images/ls.jpg,,ls,,blicket_images/ds.jpg,0.0-9.0,,ds,6187,dark,"Which of these options shows the image from the last trial, that you just saw?",128341,pop_quiz,13,html-button-response,
781,color_off,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['dc'],11335,dark,,139690,rule_question,14,survey-multi-select,
843,color_off,False,0,,j,on,blicket_images/ds.jpg,,0.0-6.0,,f,3384,dark,blicket_images/ds.jpg,73913,blicket,10,image-keyboard-response,
843,color_off,True,1,,f,off,blicket_images/lc.jpg,,0.0-8.0,,f,1539,dark,blicket_images/lc.jpg,76649,blicket,12,image-keyboard-response,
843,color_off,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,3282,dark,"Which of these options shows the image from the last trial, that you just saw?",79933,pop_quiz,13,html-button-response,
843,color_off,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],['lc'],3795,dark,,83734,rule_question,14,survey-multi-select,
773,color_off,True,1,,j,on,blicket_images/ds.jpg,,0.0-6.0,,j,3603,dark,blicket_images/ds.jpg,79941,blicket,10,image-keyboard-response,
773,color_off,True,1,,f,off,blicket_images/ls.jpg,,0.0-8.0,,f,1419,dark,blicket_images/ls.jpg,82949,blicket,12,image-keyboard-response,
773,color_off,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,8027,dark,"Which of these options shows the image from the last trial, that you just saw?",90978,pop_quiz,13,html-button-response,
773,color_off,True,1,,,"['dc', 'ds']",,,0.0-10.0,[0],"['dc', 'ds']",7476,dark,,98458,rule_question,14,survey-multi-select,
740,color_off,True,1,,j,on,blicket_images/ls.jpg,,0.0-6.0,,j,5683,light,blicket_images/ls.jpg,188254,blicket,22,image-keyboard-response,
740,color_off,True,1,,f,off,blicket_images/dc.jpg,,0.0-8.0,,f,2959,light,blicket_images/dc.jpg,192955,blicket,24,image-keyboard-response,
740,color_off,False,0,blicket_images/dc.jpg,,dc,,blicket_images/ls.jpg,0.0-9.0,,ls,6352,light,"Which of these options shows the image from the last trial, that you just saw?",199310,pop_quiz,25,html-button-response,
740,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],"['dc', 'ds', 'lc', 'ls']",14755,light,,214074,rule_question,26,survey-multi-select,
786,color_off,False,0,,j,on,blicket_images/lc.jpg,,0.0-6.0,,f,3042,light,blicket_images/lc.jpg,80133,blicket,16,image-keyboard-response,
786,color_off,True,1,,f,off,blicket_images/dc.jpg,,0.0-8.0,,f,1847,light,blicket_images/dc.jpg,83551,blicket,18,image-keyboard-response,
786,color_off,False,0,blicket_images/dc.jpg,,dc,,blicket_images/lc.jpg,0.0-9.0,,lc,4000,light,"Which of these options shows the image from the last trial, that you just saw?",87551,pop_quiz,19,html-button-response,
786,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['lc'],4603,light,,92157,rule_question,20,survey-multi-select,
767,color_off,False,0,,f,off,blicket_images/ds.jpg,,0.0-6.0,,j,2274,light,blicket_images/ds.jpg,86319,blicket,16,image-keyboard-response,
767,color_off,True,1,,f,off,blicket_images/dc.jpg,,0.0-8.0,,f,2635,light,blicket_images/dc.jpg,95980,blicket,18,image-keyboard-response,
767,color_off,True,1,blicket_images/dc.jpg,,dc,,blicket_images/dc.jpg,0.0-9.0,,dc,4173,light,"Which of these options shows the image from the last trial, that you just saw?",100156,pop_quiz,19,html-button-response,
767,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['ls'],8134,light,,108294,rule_question,20,survey-multi-select,
798,color_off,True,1,,f,off,blicket_images/lc.jpg,,0.0-6.0,,f,5637,dark,blicket_images/lc.jpg,128290,blicket,10,image-keyboard-response,
798,color_off,False,0,,f,off,blicket_images/ls.jpg,,0.0-8.0,,j,8409,dark,blicket_images/ls.jpg,140209,blicket,12,image-keyboard-response,
798,color_off,True,1,blicket_images/ls.jpg,,ls,,blicket_images/ls.jpg,0.0-9.0,,ls,9554,dark,"Which of these options shows the image from the last trial, that you just saw?",149765,pop_quiz,13,html-button-response,
798,color_off,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],"['ds', 'ls']",17038,dark,,166813,rule_question,14,survey-multi-select,
814,color_off,True,1,,f,off,blicket_images/dc.jpg,,0.0-6.0,,f,5186,light,blicket_images/dc.jpg,89300,blicket,16,image-keyboard-response,
814,color_off,False,0,,f,off,blicket_images/ds.jpg,,0.0-8.0,,j,1775,light,blicket_images/ds.jpg,93350,blicket,18,image-keyboard-response,
814,color_off,False,0,blicket_images/ds.jpg,,ds,,blicket_images/dc.jpg,0.0-9.0,,dc,3623,light,"Which of these options shows the image from the last trial, that you just saw?",96976,pop_quiz,19,html-button-response,
814,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['dc'],3257,light,,100236,rule_question,20,survey-multi-select,
810,color_off,False,0,,f,off,blicket_images/dc.jpg,,0.0-6.0,,j,2055,light,blicket_images/dc.jpg,58138,blicket,16,image-keyboard-response,
810,color_off,False,0,,f,off,blicket_images/ds.jpg,,0.0-8.0,,j,1258,light,blicket_images/ds.jpg,61199,blicket,18,image-keyboard-response,
810,color_off,False,0,blicket_images/ds.jpg,,ds,,blicket_images/dc.jpg,0.0-9.0,,dc,2719,light,"Which of these options shows the image from the last trial, that you just saw?",63920,pop_quiz,19,html-button-response,
810,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['dc'],4390,light,,68321,rule_question,20,survey-multi-select,
839,color_off,False,0,,f,off,blicket_images/dc.jpg,,0.0-6.0,,j,10545,light,blicket_images/dc.jpg,207907,blicket,10,image-keyboard-response,
839,color_off,False,0,,f,off,blicket_images/ds.jpg,,0.0-8.0,,j,6335,light,blicket_images/ds.jpg,265251,blicket,12,image-keyboard-response,
839,color_off,False,0,blicket_images/ds.jpg,,ds,,blicket_images/dc.jpg,0.0-9.0,,dc,8518,light,"Which of these options shows the image from the last trial, that you just saw?",273771,pop_quiz,13,html-button-response,
839,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],['lc'],8822,light,,282596,rule_question,14,survey-multi-select,
744,color_off,False,0,,j,on,blicket_images/lc.jpg,,0.0-6.0,,f,2985,light,blicket_images/lc.jpg,66864,blicket,10,image-keyboard-response,
744,color_off,True,1,,f,off,blicket_images/ds.jpg,,0.0-8.0,,f,2705,light,blicket_images/ds.jpg,73845,blicket,12,image-keyboard-response,
744,color_off,True,1,blicket_images/ds.jpg,,ds,,blicket_images/ds.jpg,0.0-9.0,,ds,2593,light,"Which of these options shows the image from the last trial, that you just saw?",76439,pop_quiz,13,html-button-response,
744,color_off,False,0,,,"['lc', 'ls']",,,0.0-10.0,[0],"['dc', 'lc', 'ls']",13303,light,,89746,rule_question,14,survey-multi-select,
731,color_off,True,1,,j,on,blicket_images/ds.jpg,,0.0-6.0,,j,4259,dark,blicket_images/ds.jpg,104218,blicket,10,image-keyboard-response,
731,color_off,False,0,,f,off,blicket_images/lc.jpg,,0.0-8.0,,j,2126,dark,blicket_images/lc.jpg,107544,blicket,12,image-keyboard-response,
731,color_off,True,1,blicket_images/lc.jpg,,lc,,blicket_images/lc.jpg,0.0-9.0,,lc,8120,dark,"Which of these options shows the image from the last trial, that you just saw?",115667,pop_quiz,13,html-button-response,
731,color_off,False,0,,,"['dc', 'ds']",,,0.0-10.0,[0],"['ds', 'ls']",9542,dark,,125219,rule_question,14,survey-multi-select,
759,color_off,True,1,,f,off,blicket_images/dc.jpg,,0.0-6.0,,f,3775,light,blicket_images/dc.jpg,95906,blicket,10,image-keyboard-response,
759,color_off,False,0,,f,off,blicket_images/ds.jpg,,0.0-8.0,,j,2239,light,blicket_images/ds.jpg,102653,blicket,12,image-keyboard-response,
