workerid,proliferate.condition,accuracy,accuracy_bool,age,bonus,correct_img,correct_key,correct_response,ethnicity,failed_audio,failed_images,failed_video,feedback,gender,hidden_img,img_selected,internal_node_id,overall_accuracy,question_order,race,response,rt,rule,stimulus,success,time_elapsed,timeout,trial,trial_index,trial_type,view_history,error
749,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,25400,dark,,,62468,,,9,instructions,"[{'page_index': 0, 'viewing_time': 2789}, {'page_index': 1, 'viewing_time': 1760}, {'page_index': 2, 'viewing_time': 700}, {'page_index': 3, 'viewing_time': 1310}, {'page_index': 4, 'viewing_time': 559}, {'page_index': 5, 'viewing_time': 6330}, {'page_index': 6, 'viewing_time': 7231}, {'page_index': 7, 'viewing_time': 3531}, {'page_index': 8, 'viewing_time': 1190}]",
749,color_on,True,1,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-6.0,,,,f,3784,dark,blicket_images/lc.jpg,,66254,,blicket,10,image-keyboard-response,,
749,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-7.0,,,, ,17196,dark,blicket_images/lc_off.jpg,,211403,,feedback,11,image-keyboard-response,,
749,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-8.0,,,,j,4215,dark,blicket_images/ds.jpg,,215620,,blicket,12,image-keyboard-response,,
749,color_on,True,1,,,blicket_images/ds.jpg,,ds,,,,,,,,blicket_images/ds.jpg,0.0-9.0,,,,ds,4179,dark,"Which of these options shows the image from the last trial, that you just saw?",,219809,,pop_quiz,13,html-button-response,,
749,color_on,True,1,,,,,"['dc', 'ds']",,,,,,,,,0.0-10.0,,[0],,"['dc', 'ds']",10094,dark,,,229910,,rule_question,14,survey-multi-select,,
749,color_on,,,,,,,,,,,,,,,,0.0-11.0,,,,0,4186,dark,"<p>Thank you for participating!</p>You answered 2 out of 2 trials correctly, and will recieve a 5 cent bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,234099,,,15,html-button-response,,
749,color_on,,,25,0.05,,,,Non-Hispanic,,,,,Male,,,0.0-12.0,1,,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11470,dark,,,245572,,exit_survey,16,survey-html-form,,
745,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,light,,True,98,False,,0,preload,,
745,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,light,,True,192,False,,1,preload,,
745,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,light,,True,4005,,,2,fullscreen,,
745,color_on,,,,,,,,,,,,,,,,0.0-3.0,,,,0,4586,light,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,8594,,,3,html-button-response,,
745,color_on,,,,,,,,,,,,,,,,0.0-4.0-0.0,,,,,28092,light,,,36688,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 2152}, {'page_index': 1, 'viewing_time': 5216}, {'page_index': 2, 'viewing_time': 5128}, {'page_index': 3, 'viewing_time': 13078}, {'page_index': 4, 'viewing_time': 2517}]",
745,color_on,False,,,,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,f,7380,light,blicket_images/red_pyramid.jpg,,44086,,comprehension_quiz,5,image-keyboard-response,,
745,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,2343,light,blicket_images/red_pyramid_on.jpg,,46431,,comprehension_quiz,6,image-keyboard-response,,
745,color_on,False,,,,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,j,3756,light,blicket_images/purple_prism.jpg,,50189,,comprehension_quiz,7,image-keyboard-response,,
745,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1184,light,blicket_images/purple_prism_off.jpg,,51375,,comprehension_quiz,8,image-keyboard-response,,
745,color_on,False,,,,,,,,,,,,,,,0.0-4.0-2.0-0.0,,,,0,2922,light,<p> Oops! You have answered one or more questions incorrectly.</p><p> Please Review the instructions again before continuing with the experiment </p>,,54299,,fail_message,9,html-button-response,,
745,color_on,,,,,,,,,,,,,,,,0.0-4.1-0.1,,,,,11539,light,,,65840,,instructions_pt1,10,instructions,"[{'page_index': 0, 'viewing_time': 1392}, {'page_index': 1, 'viewing_time': 1516}, {'page_index': 2, 'viewing_time': 2016}, {'page_index': 3, 'viewing_time': 1908}, {'page_index': 4, 'viewing_time': 4707}]",
745,color_on,True,,,,,,j,,,,,,,,,0.0-4.1-1.1-0.1,,,,j,6415,light,blicket_images/red_pyramid.jpg,,72256,,comprehension_quiz,11,image-keyboard-response,,
745,color_on,True,,,,,, ,,,,,,,,,0.0-4.1-1.1-1.1,,,, ,1106,light,blicket_images/red_pyramid_on.jpg,,73364,,comprehension_quiz,12,image-keyboard-response,,
745,color_on,True,,,,,,f,,,,,,,,,0.0-4.1-1.1-2.1,,,,f,6029,light,blicket_images/purple_prism.jpg,,79395,,comprehension_quiz,13,image-keyboard-response,,
745,color_on,True,,,,,, ,,,,,,,,,0.0-4.1-1.1-3.1,,,, ,963,light,blicket_images/purple_prism_off.jpg,,80360,,comprehension_quiz,14,image-keyboard-response,,
745,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,28553,light,,,108913,,,15,instructions,"[{'page_index': 0, 'viewing_time': 2331}, {'page_index': 1, 'viewing_time': 1835}, {'page_index': 2, 'viewing_time': 1066}, {'page_index': 3, 'viewing_time': 1407}, {'page_index': 4, 'viewing_time': 1102}, {'page_index': 5, 'viewing_time': 6746}, {'page_index': 6, 'viewing_time': 6441}, {'page_index': 7, 'viewing_time': 6434}, {'page_index': 8, 'viewing_time': 1190}]",
745,color_on,False,0,,,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-6.0,,,,j,2919,light,blicket_images/ds.jpg,,111834,,blicket,16,image-keyboard-response,,
745,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-7.0,,,, ,883,light,blicket_images/ds_off.jpg,,112721,,feedback,17,image-keyboard-response,,
745,color_on,True,1,,,,j,on,,,,,,,blicket_images/ls.jpg,,0.0-8.0,,,,j,3214,light,blicket_images/ls.jpg,,115937,,blicket,18,image-keyboard-response,,
745,color_on,True,1,,,blicket_images/ls.jpg,,ls,,,,,,,,blicket_images/ls.jpg,0.0-9.0,,,,ls,5508,light,"Which of these options shows the image from the last trial, that you just saw?",,121451,,pop_quiz,19,html-button-response,,
745,color_on,False,0,,,,,"['lc', 'ls']",,,,,,,,,0.0-10.0,,[0],,['ls'],4134,light,,,125593,,rule_question,20,survey-multi-select,,
745,color_on,,,,,,,,,,,,,,,,0.0-11.0,,,,0,3245,light,"<p>Thank you for participating!</p>You answered 1 out of 2 trials correctly, and will recieve a 3 cent bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,128842,,,21,html-button-response,,
745,color_on,,,40,0.025,,,,Non-Hispanic,,,,the instructions,Female,,,0.0-12.0,0.5,,White,"{'age': '40', 'race': 'White', 'gender': 'Female', 'feedback': 'the instructions', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14927,light,,,143772,,exit_survey,22,survey-html-form,,
799,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,dark,,True,98,False,,0,preload,,
799,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,dark,,True,182,False,,1,preload,,
799,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,dark,,True,4596,,,2,fullscreen,,
799,color_on,,,,,,,,,,,,,,,,0.0-3.0,,,,0,4508,dark,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,9108,,,3,html-button-response,,
799,color_on,,,,,,,,,,,,,,,,0.0-4.0-0.0,,,,,15116,dark,,,24229,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 2629}, {'page_index': 1, 'viewing_time': 3077}, {'page_index': 2, 'viewing_time': 2344}, {'page_index': 3, 'viewing_time': 4681}, {'page_index': 4, 'viewing_time': 2384}]",
799,color_on,True,,,,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,9072,dark,blicket_images/red_pyramid.jpg,,33316,,comprehension_quiz,5,image-keyboard-response,,
799,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,1521,dark,blicket_images/red_pyramid_on.jpg,,34844,,comprehension_quiz,6,image-keyboard-response,,
799,color_on,False,,,,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,j,8642,dark,blicket_images/purple_prism.jpg,,43498,,comprehension_quiz,7,image-keyboard-response,,
799,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1144,dark,blicket_images/purple_prism_off.jpg,,44650,,comprehension_quiz,8,image-keyboard-response,,
799,color_on,False,,,,,,,,,,,,,,,0.0-4.0-2.0-0.0,,,,0,2422,dark,<p> Oops! You have answered one or more questions incorrectly.</p><p> Please Review the instructions again before continuing with the experiment </p>,,47074,,fail_message,9,html-button-response,,
799,color_on,,,,,,,,,,,,,,,,0.0-4.1-0.1,,,,,10659,dark,,,57736,,instructions_pt1,10,instructions,"[{'page_index': 0, 'viewing_time': 1921}, {'page_index': 1, 'viewing_time': 2460}, {'page_index': 2, 'viewing_time': 1655}, {'page_index': 3, 'viewing_time': 2767}, {'page_index': 4, 'viewing_time': 1856}]",
799,color_on,True,,,,,,j,,,,,,,,,0.0-4.1-1.1-0.1,,,,j,3851,dark,blicket_images/red_pyramid.jpg,,61590,,comprehension_quiz,11,image-keyboard-response,,
799,color_on,True,,,,,, ,,,,,,,,,0.0-4.1-1.1-1.1,,,, ,1556,dark,blicket_images/red_pyramid_on.jpg,,63151,,comprehension_quiz,12,image-keyboard-response,,
799,color_on,True,,,,,,f,,,,,,,,,0.0-4.1-1.1-2.1,,,,f,1230,dark,blicket_images/purple_prism.jpg,,64388,,comprehension_quiz,13,image-keyboard-response,,
799,color_on,True,,,,,, ,,,,,,,,,0.0-4.1-1.1-3.1,,,, ,976,dark,blicket_images/purple_prism_off.jpg,,65369,,comprehension_quiz,14,image-keyboard-response,,
799,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,32456,dark,,,97827,,,15,instructions,"[{'page_index': 0, 'viewing_time': 2467}, {'page_index': 1, 'viewing_time': 1918}, {'page_index': 2, 'viewing_time': 1140}, {'page_index': 3, 'viewing_time': 1588}, {'page_index': 4, 'viewing_time': 843}, {'page_index': 5, 'viewing_time': 6653}, {'page_index': 6, 'viewing_time': 12646}, {'page_index': 7, 'viewing_time': 3666}, {'page_index': 8, 'viewing_time': 1535}]",
799,color_on,False,0,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-6.0,,,,j,5437,dark,blicket_images/lc.jpg,,103276,,blicket,16,image-keyboard-response,,
799,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-7.0,,,, ,962,dark,blicket_images/lc_off.jpg,,104246,,feedback,17,image-keyboard-response,,
799,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-8.0,,,,j,4223,dark,blicket_images/ds.jpg,,108477,,blicket,18,image-keyboard-response,,
799,color_on,True,1,,,blicket_images/ds.jpg,,ds,,,,,,,,blicket_images/ds.jpg,0.0-9.0,,,,ds,3109,dark,"Which of these options shows the image from the last trial, that you just saw?",,111616,,pop_quiz,19,html-button-response,,
799,color_on,False,0,,,,,"['dc', 'ds']",,,,,,,,,0.0-10.0,,[0],,['ds'],7292,dark,,,118916,,rule_question,20,survey-multi-select,,
799,color_on,,,,,,,,,,,,,,,,0.0-11.0,,,,0,2041,dark,"<p>Thank you for participating!</p>You answered 1 out of 2 trials correctly, and will recieve a 3 cent bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,120961,,,21,html-button-response,,
799,color_on,,,43,0.025,,,,Non-Hispanic,,,,Interesting,Female,,,0.0-12.0,0.5,,,"{'age': '43', 'gender': 'Female', 'feedback': 'Interesting', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13295,dark,,,134265,,exit_survey,22,survey-html-form,,
840,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,light,,True,64,False,,0,preload,,
840,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,light,,True,142,False,,1,preload,,
840,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,light,,True,7059,,,2,fullscreen,,
