workerid,proliferate.condition,age,bonus,condition,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,time_elapsed,trial,trial_index,trial_type,error
1214,1_cube_black,28,0.45,1,Non-Hispanic,"I noticed the black cubes were making it across the line, while the red ones didn't. So I kept going with the black one.",Male,0.0-27.0,0.9375,White,"{'age': '28', 'race': 'White', 'gender': 'Male', 'feedback': ""I noticed the black cubes were making it across the line, while the red ones didn't. So I kept going with the black one."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",84301,410175,exit_survey,61,survey-html-form,
1181,1_cube_black,66,0.45,1,Non-Hispanic,I noticed the color of the block and whether it crossed the finish line. I immediately noticed that the black always crossed and the red never did.,Female,0.0-27.0,0.9375,White,"{'age': '66', 'race': 'White', 'gender': 'Female', 'feedback': 'I noticed the color of the block and whether it crossed the finish line. I immediately noticed that the black always crossed and the red never did.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42356,340532,exit_survey,61,survey-html-form,
1140,2_cube_red,48,0.32999999999999996,2,Non-Hispanic,ramp color and block color,Male,0.0-27.0,0.6875,White,"{'age': '48', 'race': 'White', 'gender': 'Male', 'feedback': 'ramp color and block color', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",39548,364659,exit_survey,61,survey-html-form,
1192,2_cube_red,24,0.32999999999999996,2,Hispanic,I went off the color of the square to make my guesses,Female,0.0-27.0,0.6875,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'I went off the color of the square to make my guesses', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",33338,768144,exit_survey,61,survey-html-form,
1209,2_cube_red,42,0.3,2,Non-Hispanic,,Female,0.0-27.0,0.625,Asian,"{'age': '42', 'race': 'Asian', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",12905,266190,exit_survey,61,survey-html-form,
1126,2_cube_red,21,0.42,2,Hispanic,none,Male,0.0-27.0,0.875,White,"{'age': '21', 'race': 'White', 'gender': 'Male', 'feedback': 'none', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",17283,436195,exit_survey,65,survey-html-form,
1144,2_cube_red,70,0.42,2,,,Male,0.0-27.0,0.875,White,"{'age': '70', 'race': 'White', 'gender': 'Male', 'feedback': '', 'other_race': '', 'other_gender': ''}",9904,305688,exit_survey,61,survey-html-form,
1205,2_cube_red,28,0.48,2,Non-Hispanic,The black box is way too slow. The red box is very fast.,Male,0.0-27.0,1,White,"{'age': '28', 'race': 'White', 'gender': 'Male', 'feedback': 'The black box is way too slow. The red box is very fast.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",45263,352323,exit_survey,61,survey-html-form,
1136,2_cube_red,34,0.24,2,Hispanic,It was like guessing on a coin toss.,Male,0.0-27.0,0.5,White,"{'age': '34', 'race': 'White', 'gender': 'Male', 'feedback': 'It was like guessing on a coin toss.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",28539,271749,exit_survey,61,survey-html-form,
1164,2_cube_red,30,0.36,2,Non-Hispanic,,Male,0.0-27.0,0.75,Black/African American,"{'age': '30', 'race': 'Black/African American', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10278,205162,exit_survey,61,survey-html-form,
1148,2_cube_red,24,0.45,2,Non-Hispanic,I learned which cube crossed the line and which didn't and also compared which ramp sent each block further.,Male,0.0-27.0,0.9375,White,"{'age': '24', 'race': 'White', 'gender': 'Male', 'feedback': ""I learned which cube crossed the line and which didn't and also compared which ramp sent each block further."", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",46332,293181,exit_survey,61,survey-html-form,
1168,2_cube_red,22,0.42,2,Hispanic,"The color of the blocks, the red one was faster and the black one was slower.",Female,0.0-27.0,0.875,White,"{'age': '22', 'race': 'White', 'gender': 'Female', 'feedback': 'The color of the blocks, the red one was faster and the black one was slower.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",48164,386828,exit_survey,61,survey-html-form,
1131,2_cube_red,32,0.21,2,Non-Hispanic,A guess.,Male,0.0-27.0,0.4375,Multiracial,"{'age': '32', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'A guess.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18235,225095,exit_survey,61,survey-html-form,
1110,2_cube_red,,0.42,2,,,,0.0-27.0,0.875,,"{'age': '', 'feedback': '', 'other_race': '', 'other_gender': ''}",4002,270017,exit_survey,61,survey-html-form,
1179,2_cube_red,27,0.45,2,Non-Hispanic,i saw that the red one always went past the line and the black one never did.,Non-binary,0.0-27.0,0.9375,White,"{'age': '27', 'race': 'White', 'gender': 'Non-binary', 'feedback': 'i saw that the red one always went past the line and the black one never did.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",25894,320264,exit_survey,61,survey-html-form,
1217,2_cube_red,24,0.42,2,Non-Hispanic,"I mainly looked out for the combinations (Black on blue, black on yellow, red on blue, red on yellow). Once I figured out the pattern, I continued with the task.",Male,0.0-27.0,0.875,Asian,"{'age': '24', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I mainly looked out for the combinations (Black on blue, black on yellow, red on blue, red on yellow). Once I figured out the pattern, I continued with the task.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",77814,363618,exit_survey,61,survey-html-form,
1172,2_cube_red,33,0.42,2,Non-Hispanic,the red would always cross the line and the black would not.,Female,0.0-27.0,0.875,White,"{'age': '33', 'race': 'White', 'gender': 'Female', 'feedback': 'the red would always cross the line and the black would not.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",22683,294227,exit_survey,61,survey-html-form,
1122,2_cube_red,52,0.3,2,Non-Hispanic,,Female,0.0-27.0,0.625,White,"{'age': '52', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",35329,252567,exit_survey,61,survey-html-form,
1221,2_cube_red,69,0.45,2,Non-Hispanic,I figured out the red block would pass and the black block would not.,Male,0.0-27.0,0.9375,White,"{'age': '69', 'race': 'White', 'gender': 'Male', 'feedback': 'I figured out the red block would pass and the black block would not.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42142,438030,exit_survey,61,survey-html-form,
1152,2_cube_red,32,0.27,2,Non-Hispanic,I just went with gut feelings.,Female,0.0-27.0,0.5625,White,"{'age': '32', 'race': 'White', 'gender': 'Female', 'feedback': 'I just went with gut feelings.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",15558,243984,exit_survey,61,survey-html-form,
1213,2_cube_red,23,0.21,2,Non-Hispanic,,Female,0.0-27.0,0.4375,Black/African American,"{'age': '23', 'race': 'Black/African American', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",17647,928122,exit_survey,61,survey-html-form,
1118,2_cube_red,28,0.24,2,Non-Hispanic,,Female,0.0-27.0,0.5,Black/African American,"{'age': '28', 'race': 'Black/African American', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9336,2623871,exit_survey,61,survey-html-form,
1160,2_cube_red,33,0.24,2,Non-Hispanic,,Male,0.0-27.0,0.5,Black/African American,"{'age': '33', 'race': 'Black/African American', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13087,222963,exit_survey,61,survey-html-form,
1128,2_cube_red,22,0.45,2,Non-Hispanic,"after the first 4 questions I knew how to answer the rest. Black never crossed, Red always did. Black was heavy, Red was light. Yellow was less of an incline, Blue was more. ",Non-binary,0.0-27.0,0.9375,White,"{'age': '22', 'race': 'White', 'gender': 'Non-binary', 'feedback': 'after the first 4 questions I knew how to answer the rest. Black never crossed, Red always did. Black was heavy, Red was light. Yellow was less of an incline, Blue was more. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",48249,307808,exit_survey,61,survey-html-form,
1188,2_cube_red,25,0.45,2,Non-Hispanic,Only the color of the cubes seemed to matter in regards to crossing the finish line,Male,0.0-27.0,0.9375,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': 'Only the color of the cubes seemed to matter in regards to crossing the finish line', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",24643,241971,exit_survey,61,survey-html-form,
1196,2_cube_red,34,0.42,2,Non-Hispanic,Trial and error,Male,0.0-27.0,0.875,Asian,"{'age': '34', 'race': 'Asian', 'gender': 'Male', 'feedback': 'Trial and error', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20070,284395,exit_survey,61,survey-html-form,
1184,2_cube_red,33,0.15,2,Non-Hispanic,,Male,0.0-27.0,0.3125,White,"{'age': '33', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",6778,195929,exit_survey,61,survey-html-form,
1101,2_cube_red,29,0.39,2,Non-Hispanic,Previous images shown in study,Female,0.0-27.0,0.8125,White,"{'age': '29', 'race': 'White', 'gender': 'Female', 'feedback': 'Previous images shown in study', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",36933,325780,exit_survey,61,survey-html-form,
1114,2_cube_red,27,0.45,2,Non-Hispanic,"Watching the amount of friction and inertia displayed by each ramp and box.  The black box had too much friction to pass the line no matter what, the red box was the opposite.",Non-binary,0.0-27.0,0.9375,White,"{'age': '27', 'race': 'White', 'gender': 'Non-binary', 'feedback': 'Watching the amount of friction and inertia displayed by each ramp and box.  The black box had too much friction to pass the line no matter what, the red box was the opposite.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",47636,351919,exit_survey,61,survey-html-form,
1180,2_cube_red,24,0.48,2,Non-Hispanic,,Male,0.0-27.0,1,Black/African American,"{'age': '24', 'race': 'Black/African American', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16278,497629,exit_survey,61,survey-html-form,
1200,2_cube_red,38,0.18,2,Non-Hispanic,N/A,Male,0.0-27.0,0.375,Black/African American,"{'age': '38', 'race': 'Black/African American', 'gender': 'Male', 'feedback': 'N/A', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",31531,333309,exit_survey,61,survey-html-form,
1105,2_cube_red,20,0.42,2,Hispanic,I noticed that the black boxes seemed to always stop before the finish line.,Female,0.0-27.0,0.875,Multiracial,"{'age': '20', 'race': 'Multiracial', 'gender': 'Female', 'feedback': 'I noticed that the black boxes seemed to always stop before the finish line.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",25183,253216,exit_survey,61,survey-html-form,
1109,4_ramp_yellow,52,0.42,4,Non-Hispanic,I tried to remember which combinations of colors were successful and which were unsuccessful at crossing the line.,Male,0.0-27.0,0.875,White,"{'age': '52', 'race': 'White', 'gender': 'Male', 'feedback': 'I tried to remember which combinations of colors were successful and which were unsuccessful at crossing the line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",97014,592787,exit_survey,61,survey-html-form,
1199,4_ramp_yellow,25,0.39,4,Non-Hispanic,The color of the ramp was the sole deciding factor. ,Male,0.0-27.0,0.8125,Asian,"{'age': '25', 'race': 'Asian', 'gender': 'Male', 'feedback': 'The color of the ramp was the sole deciding factor. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",19115,222137,exit_survey,61,survey-html-form,
1171,4_ramp_yellow,45,0.24,4,Non-Hispanic,"Color combinations 
I needed more trials or scrap paper to make notes to track patterns. ",Female,0.0-27.0,0.5,White,"{'age': '45', 'race': 'White', 'gender': 'Female', 'feedback': 'Color combinations \nI needed more trials or scrap paper to make notes to track patterns. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",90188,441129,exit_survey,61,survey-html-form,
1139,4_ramp_yellow,43,0.42,4,Non-Hispanic,Based on previous trials,Male,0.0-27.0,0.875,White,"{'age': '43', 'race': 'White', 'gender': 'Male', 'feedback': 'Based on previous trials', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",25321,316722,exit_survey,61,survey-html-form,
1178,4_ramp_yellow,33,0.48,4,Non-Hispanic,"On the first experiment I guessed, then based it off the information I gained from the first experiment. I assumed the blue ramp would not make it across if the yellow ramp did.",Male,0.0-27.0,1,White,"{'age': '33', 'race': 'White', 'gender': 'Male', 'feedback': 'On the first experiment I guessed, then based it off the information I gained from the first experiment. I assumed the blue ramp would not make it across if the yellow ramp did.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",62792,345162,exit_survey,61,survey-html-form,
1195,4_ramp_yellow,23,0.18,4,Hispanic,NA.,Female,0.0-27.0,0.375,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': 'NA.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",42552,412912,exit_survey,61,survey-html-form,
1187,4_ramp_yellow,23,0.45,4,Non-Hispanic,,Male,0.0-27.0,0.9375,Asian,"{'age': '23', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11931,267339,exit_survey,61,survey-html-form,
1130,4_ramp_yellow,55,0.45,4,Non-Hispanic,I guessed that the blue ramp was slower than the yellow ramp and went with that for all but one of the answers which was wrong.,Female,0.0-27.0,0.9375,White,"{'age': '55', 'race': 'White', 'gender': 'Female', 'feedback': 'I guessed that the blue ramp was slower than the yellow ramp and went with that for all but one of the answers which was wrong.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",68785,484719,exit_survey,61,survey-html-form,
1151,4_ramp_yellow,39,0.42,4,Non-Hispanic,"Without knowing how the ramps and blocks would act; I picked yes because it would be a 50/50 chance. Once I knew how they would act, I picked based on observations. The yellow ramp was faster and the black block went furtherer.  ",Female,0.0-27.0,0.875,White,"{'age': '39', 'race': 'White', 'gender': 'Female', 'feedback': 'Without knowing how the ramps and blocks would act; I picked yes because it would be a 50/50 chance. Once I knew how they would act, I picked based on observations. The yellow ramp was faster and the black block went furtherer.  ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",140685,409955,exit_survey,61,survey-html-form,
1220,4_ramp_yellow,76,0.27,4,Non-Hispanic,the colors of the blocks relative to the color of the slide,Male,0.0-27.0,0.5625,White,"{'age': '76', 'race': 'White', 'gender': 'Male', 'feedback': 'the colors of the blocks relative to the color of the slide', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",62303,460061,exit_survey,61,survey-html-form,
1143,4_ramp_yellow,23,0.24,4,Non-Hispanic,,Female,0.0-27.0,0.5,White,"{'age': '23', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11782,205274,exit_survey,61,survey-html-form,
1204,4_ramp_yellow,53,0.32999999999999996,4,Non-Hispanic,the yellow ramp = across the line.,Male,0.0-27.0,0.6875,White,"{'age': '53', 'race': 'White', 'gender': 'Male', 'feedback': 'the yellow ramp = across the line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",204663,895752,exit_survey,61,survey-html-form,
1183,4_ramp_yellow,41,0.42,4,Non-Hispanic,"I observed how the different colored-cubes interacted with the different colored ramps and imagined that each color represented some kind of simulated surface-texture with its own frictive properties or, in the case of the cubes, its own density or mass. ",Male,0.0-27.0,0.875,White,"{'age': '41', 'race': 'White', 'gender': 'Male', 'feedback': 'I observed how the different colored-cubes interacted with the different colored ramps and imagined that each color represented some kind of simulated surface-texture with its own frictive properties or, in the case of the cubes, its own density or mass. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",95183,430898,exit_survey,61,survey-html-form,
1167,4_ramp_yellow,28,0.45,4,Non-Hispanic,I noticed quickly that the yellow ramp caused the furthest slide,Female,0.0-27.0,0.9375,White,"{'age': '28', 'race': 'White', 'gender': 'Female', 'feedback': 'I noticed quickly that the yellow ramp caused the furthest slide', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",38461,291690,exit_survey,61,survey-html-form,
1155,4_ramp_yellow,25,0.39,4,Non-Hispanic,,Male,0.0-27.0,0.8125,White,"{'age': '25', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9117,389943,exit_survey,61,survey-html-form,
1191,4_ramp_yellow,43,0.39,4,Non-Hispanic,I noticed within the first four videos that only blocks slid down the yellow ramp made it across the finish line.,Female,0.0-27.0,0.8125,White,"{'age': '43', 'race': 'White', 'gender': 'Female', 'feedback': 'I noticed within the first four videos that only blocks slid down the yellow ramp made it across the finish line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",166533,527874,exit_survey,61,survey-html-form,
1175,4_ramp_yellow,30,0.36,4,Non-Hispanic,"I tried to match up the colors as I went (red-yellow is yes, for example) while trying to remember previous trials.",Female,0.0-27.0,0.75,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': 'I tried to match up the colors as I went (red-yellow is yes, for example) while trying to remember previous trials.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",54575,318189,exit_survey,61,survey-html-form,
1159,4_ramp_yellow,45,0.39,4,Non-Hispanic,the color of the ramp and block,Female,0.0-27.0,0.8125,White,"{'age': '45', 'race': 'White', 'gender': 'Female', 'feedback': 'the color of the ramp and block', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",32070,422626,exit_survey,61,survey-html-form,
