workerid,proliferate.condition,accuracy,accuracy_bool,accuracy_finish_line,age,bonus,choices,condition,correct,correct_response,crosses,end_posision,end_position,ethnicity,failed_audio,failed_images,failed_video,feedback,gender,internal_node_id,overall_accuracy,question_order,race,response,rt,selected_position,stimulus,success,surprise_setup,time_elapsed,timeout,trial,trial_index,trial_type,view_history,error
1111,1_cube_black,,0,,,,,1,False,No,False,,1,,,,,,,0.0-6.0-0.0,,,,Yes,2646,,stimuli/hr_ly_c_first.jpg,,,62323,,prediction_trial,10,image-button-response,,
1111,1_cube_black,,,,,,,1,False,,,,,,,,,,,0.0-6.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,69711,,video_trial,11,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-6.0-2.0,,,,0,1832,,stimuli/hr_ly_c_last.jpg,,,71544,,feedback_trial,12,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-7.0-0.0,,,,Yes,2381,,stimuli/lb_hb_c_first.jpg,,,73926,,prediction_trial,13,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-7.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,82004,,video_trial,14,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-7.0-2.0,,,,0,1575,,stimuli/lb_hb_c_last.jpg,,,83580,,feedback_trial,15,image-button-response,,
1111,1_cube_black,,0,,,,,1,False,No,False,,0,,,,,,,0.0-8.0-0.0,,,,Yes,2553,,stimuli/hr_hb_c_first.jpg,,,86134,,prediction_trial,16,image-button-response,,
1111,1_cube_black,,,,,,,1,False,,,,,,,,,,,0.0-8.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,92765,,video_trial,17,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-8.0-2.0,,,,0,6858,,stimuli/hr_hb_c_last.jpg,,,99624,,feedback_trial,18,image-button-response,,
1111,1_cube_black,,0,,,,,1,False,Yes,True,,3,,,,,,,0.0-9.0-0.0,,,,No,2593,,stimuli/lb_ly_c_first.jpg,,,102218,,prediction_trial,19,image-button-response,,
1111,1_cube_black,,,,,,,1,False,,,,,,,,,,,0.0-9.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,110522,,video_trial,20,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-9.0-2.0,,,,0,1404,,stimuli/lb_ly_c_last.jpg,,,111927,,feedback_trial,21,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,No,False,,0,,,,,,,0.0-10.0-0.0,,,,No,1897,,stimuli/hr_hb_c_first.jpg,,,113825,,prediction_trial,22,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-10.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,120450,,video_trial,23,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-10.0-2.0,,,,0,1124,,stimuli/hr_hb_c_last.jpg,,,121575,,feedback_trial,24,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-11.0-0.0,,,,Yes,1806,,stimuli/lb_hb_c_first.jpg,,,123382,,prediction_trial,25,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-11.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,131478,,video_trial,26,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-11.0-2.0,,,,0,1352,,stimuli/lb_hb_c_last.jpg,,,132830,,feedback_trial,27,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,No,False,,1,,,,,,,0.0-12.0-0.0,,,,No,2973,,stimuli/hr_ly_c_first.jpg,,,135804,,prediction_trial,28,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-12.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,143204,,video_trial,29,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-12.0-2.0,,,,0,1543,,stimuli/hr_ly_c_last.jpg,,,144748,,feedback_trial,30,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-13.0-0.0,,,,Yes,2260,,stimuli/lb_ly_c_first.jpg,,,147008,,prediction_trial,31,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-13.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,155314,,video_trial,32,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-13.0-2.0,,,,0,906,,stimuli/lb_ly_c_last.jpg,,,156220,,feedback_trial,33,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,No,False,,1,,,,,,,0.0-14.0-0.0,,,,No,1519,,stimuli/hr_ly_c_first.jpg,,,157740,,prediction_trial,34,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-14.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,165126,,video_trial,35,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-14.0-2.0,,,,0,899,,stimuli/hr_ly_c_last.jpg,,,166026,,feedback_trial,36,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-15.0-0.0,,,,Yes,1676,,stimuli/lb_hb_c_first.jpg,,,167703,,prediction_trial,37,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-15.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,175787,,video_trial,38,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-15.0-2.0,,,,0,935,,stimuli/lb_hb_c_last.jpg,,,176723,,feedback_trial,39,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-16.0-0.0,,,,Yes,2329,,stimuli/lb_ly_c_first.jpg,,,179053,,prediction_trial,40,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-16.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,187346,,video_trial,41,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-16.0-2.0,,,,0,1210,,stimuli/lb_ly_c_last.jpg,,,188556,,feedback_trial,42,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,No,False,,0,,,,,,,0.0-17.0-0.0,,,,No,1610,,stimuli/hr_hb_c_first.jpg,,,190167,,prediction_trial,43,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-17.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,196791,,video_trial,44,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-17.0-2.0,,,,0,1593,,stimuli/hr_hb_c_last.jpg,,,198385,,feedback_trial,45,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-18.0-0.0,,,,Yes,1018,,stimuli/lb_ly_c_first.jpg,,,199404,,prediction_trial,46,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-18.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,207701,,video_trial,47,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-18.0-2.0,,,,0,1033,,stimuli/lb_ly_c_last.jpg,,,208735,,feedback_trial,48,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,No,False,,0,,,,,,,0.0-19.0-0.0,,,,No,2398,,stimuli/hr_hb_c_first.jpg,,,211134,,prediction_trial,49,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-19.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,217763,,video_trial,50,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-19.0-2.0,,,,0,1097,,stimuli/hr_hb_c_last.jpg,,,218860,,feedback_trial,51,image-button-response,,
1111,1_cube_black,,1,,,,,1,True,No,False,,1,,,,,,,0.0-20.0-0.0,,,,No,1683,,stimuli/hr_ly_c_first.jpg,,,220545,,prediction_trial,52,image-button-response,,
1111,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-20.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,227940,,video_trial,53,video-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-20.0-2.0,,,,0,1200,,stimuli/hr_ly_c_last.jpg,,,229141,,feedback_trial,54,image-button-response,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-21.0,,,,0,3335,," <p> Now we will ask you to make some different predictions.</p> <p>This time, we'll ask you to select one of four images that correctly shows where the block will end up.</p>",,,232477,,surprise_quiz_instructions,55,html-button-response,,
1111,1_cube_black,False,,True,,,"['<br><img src=stimuli/r_b_0.jpg style=width:256px></img', '<br><img src=stimuli/r_b_1.jpg style=width:256px></img', '<br><img src=stimuli/r_b_2.jpg style=width:256px></img', '<br><img src=stimuli/r_b_3.jpg style=width:256px></img']",1,,,,0,,,,,,,,0.0-22.0,,[0],,<br><img src=stimuli/r_b_1.jpg style=width:256px></img,11125,1,,,hr_hb_c,243605,,surprise_quiz,56,survey-multi-choice,,
1111,1_cube_black,True,,True,,,"['<br><img src=stimuli/r_y_0.jpg style=width:256px></img', '<br><img src=stimuli/r_y_1.jpg style=width:256px></img', '<br><img src=stimuli/r_y_2.jpg style=width:256px></img', '<br><img src=stimuli/r_y_3.jpg style=width:256px></img']",1,,,,1,,,,,,,,0.0-23.0,,[0],,<br><img src=stimuli/r_y_1.jpg style=width:256px></img,5176,1,,,hr_ly_c,248783,,surprise_quiz,57,survey-multi-choice,,
1111,1_cube_black,False,,True,,,"['<br><img src=stimuli/b_y_0.jpg style=width:256px></img', '<br><img src=stimuli/b_y_1.jpg style=width:256px></img', '<br><img src=stimuli/b_y_2.jpg style=width:256px></img', '<br><img src=stimuli/b_y_3.jpg style=width:256px></img']",1,,,,3,,,,,,,,0.0-24.0,,[0],,<br><img src=stimuli/b_y_2.jpg style=width:256px></img,5104,2,,,lb_ly_c,253889,,surprise_quiz,58,survey-multi-choice,,
1111,1_cube_black,True,,True,,,"['<br><img src=stimuli/b_b_0.jpg style=width:256px></img', '<br><img src=stimuli/b_b_1.jpg style=width:256px></img', '<br><img src=stimuli/b_b_2.jpg style=width:256px></img', '<br><img src=stimuli/b_b_3.jpg style=width:256px></img']",1,,,,2,,,,,,,,0.0-25.0,,[0],,<br><img src=stimuli/b_b_2.jpg style=width:256px></img,5499,2,,,lb_hb_c,259389,,surprise_quiz,59,survey-multi-choice,,
1111,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-26.0,,,,0,4115,,"<p>Thank you for participating!</p>You answered 13 out of 16 trials correctly, and will receive a $0.39 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,,263506,,,60,html-button-response,,
1111,1_cube_black,,,,58,0.39,,1,,,,,,Non-Hispanic,,,,I found the pattern quite quickly,Female,0.0-27.0,0.8125,,White,"{'age': '58', 'race': 'White', 'gender': 'Female', 'feedback': 'I found the pattern quite quickly', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29707,,,,,293215,,exit_survey,61,survey-html-form,,
1185,1_cube_black,,,,,,,1,,,,,,,[],[],[],,,0.0-0.0,,,,,,,,True,,439,False,,0,preload,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-1.0,,,,,,,,True,,3614,,,1,fullscreen,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-2.0,,,,0,11439,,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,,15055,,,2,html-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-3.0-0.0,,,,,36761,,,,,51817,,instructions_pt1,3,instructions,"[{'page_index': 0, 'viewing_time': 4292}, {'page_index': 1, 'viewing_time': 7558}, {'page_index': 2, 'viewing_time': 3328}, {'page_index': 3, 'viewing_time': 2346}, {'page_index': 4, 'viewing_time': 8532}, {'page_index': 5, 'viewing_time': 4838}, {'page_index': 6, 'viewing_time': 4044}, {'page_index': 7, 'viewing_time': 1822}]",
1185,1_cube_black,True,,,,,,1,,0,,,,,,,,,,0.0-3.0-1.0-0.0,,,,0,4400,,"<p> In this experiment, you will receive a bonus payment proportional to _________.</p>",,,56219,,comprehension_quiz,4,html-button-response,,
1185,1_cube_black,True,,,,,,1,,1,,,,,,,,,,0.0-3.0-1.0-1.0,,,,1,2944,,You will be asked to predict whether objects _________.,,,59165,,comprehension_quiz,5,html-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-4.0,,,,0,1392,,The experiment will now begin,,,60559,,,6,html-button-response,,
1185,1_cube_black,,0,,,,,1,False,No,False,,1,,,,,,,0.0-5.0-0.0,,,,Yes,5795,,stimuli/hr_ly_c_first.jpg,,,66365,,prediction_trial,7,image-button-response,,
1185,1_cube_black,,,,,,,1,False,,,,,,,,,,,0.0-5.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,73763,,video_trial,8,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-5.0-2.0,,,,0,17573,,stimuli/hr_ly_c_last.jpg,,,91337,,feedback_trial,9,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-6.0-0.0,,,,Yes,2288,,stimuli/lb_ly_c_first.jpg,,,93627,,prediction_trial,10,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-6.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,101935,,video_trial,11,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-6.0-2.0,,,,0,4378,,stimuli/lb_ly_c_last.jpg,,,106315,,feedback_trial,12,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,No,False,,1,,,,,,,0.0-7.0-0.0,,,,No,3014,,stimuli/hr_ly_c_first.jpg,,,109330,,prediction_trial,13,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-7.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,116722,,video_trial,14,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-7.0-2.0,,,,0,999,,stimuli/hr_ly_c_last.jpg,,,117723,,feedback_trial,15,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-8.0-0.0,,,,Yes,4486,,stimuli/lb_hb_c_first.jpg,,,122211,,prediction_trial,16,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-8.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,130293,,video_trial,17,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-8.0-2.0,,,,0,4624,,stimuli/lb_hb_c_last.jpg,,,134918,,feedback_trial,18,image-button-response,,
1185,1_cube_black,,0,,,,,1,False,No,False,,0,,,,,,,0.0-9.0-0.0,,,,Yes,4276,,stimuli/hr_hb_c_first.jpg,,,139197,,prediction_trial,19,image-button-response,,
1185,1_cube_black,,,,,,,1,False,,,,,,,,,,,0.0-9.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,145829,,video_trial,20,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-9.0-2.0,,,,0,1328,,stimuli/hr_hb_c_last.jpg,,,147159,,feedback_trial,21,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-10.0-0.0,,,,Yes,966,,stimuli/lb_hb_c_first.jpg,,,148127,,prediction_trial,22,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-10.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,156232,,video_trial,23,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-10.0-2.0,,,,0,969,,stimuli/lb_hb_c_last.jpg,,,157203,,feedback_trial,24,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,No,False,,1,,,,,,,0.0-11.0-0.0,,,,No,1596,,stimuli/hr_ly_c_first.jpg,,,158801,,prediction_trial,25,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-11.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,166184,,video_trial,26,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-11.0-2.0,,,,0,827,,stimuli/hr_ly_c_last.jpg,,,167013,,feedback_trial,27,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,No,False,,0,,,,,,,0.0-12.0-0.0,,,,No,1664,,stimuli/hr_hb_c_first.jpg,,,168679,,prediction_trial,28,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-12.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,175303,,video_trial,29,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-12.0-2.0,,,,0,901,,stimuli/hr_hb_c_last.jpg,,,176205,,feedback_trial,30,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-13.0-0.0,,,,Yes,1782,,stimuli/lb_ly_c_first.jpg,,,177989,,prediction_trial,31,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-13.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,186289,,video_trial,32,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-13.0-2.0,,,,0,869,,stimuli/lb_ly_c_last.jpg,,,187159,,feedback_trial,33,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-14.0-0.0,,,,Yes,1728,,stimuli/lb_hb_c_first.jpg,,,188889,,prediction_trial,34,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-14.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,196990,,video_trial,35,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-14.0-2.0,,,,0,849,,stimuli/lb_hb_c_last.jpg,,,197841,,feedback_trial,36,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,No,False,,1,,,,,,,0.0-15.0-0.0,,,,No,1774,,stimuli/hr_ly_c_first.jpg,,,199617,,prediction_trial,37,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-15.0-1.0,,,,,,,['stimuli/hr_ly_c.mp4'],,,207009,,video_trial,38,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-15.0-2.0,,,,0,1068,,stimuli/hr_ly_c_last.jpg,,,208078,,feedback_trial,39,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,No,False,,0,,,,,,,0.0-16.0-0.0,,,,No,1361,,stimuli/hr_hb_c_first.jpg,,,209443,,prediction_trial,40,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-16.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,216062,,video_trial,41,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-16.0-2.0,,,,0,999,,stimuli/hr_hb_c_last.jpg,,,217063,,feedback_trial,42,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-17.0-0.0,,,,Yes,1306,,stimuli/lb_ly_c_first.jpg,,,218371,,prediction_trial,43,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-17.0-1.0,,,,,,,['stimuli/lb_ly_c.mp4'],,,226665,,video_trial,44,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-17.0-2.0,,,,0,928,,stimuli/lb_ly_c_last.jpg,,,227594,,feedback_trial,45,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,No,False,,0,,,,,,,0.0-18.0-0.0,,,,No,2148,,stimuli/hr_hb_c_first.jpg,,,229745,,prediction_trial,46,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-18.0-1.0,,,,,,,['stimuli/hr_hb_c.mp4'],,,236368,,video_trial,47,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-18.0-2.0,,,,0,1845,,stimuli/hr_hb_c_last.jpg,,,238214,,feedback_trial,48,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,2,,,,,,,0.0-19.0-0.0,,,,Yes,1508,,stimuli/lb_hb_c_first.jpg,,,239725,,prediction_trial,49,image-button-response,,
1185,1_cube_black,,,,,,,1,True,,,,,,,,,,,0.0-19.0-1.0,,,,,,,['stimuli/lb_hb_c.mp4'],,,247867,,video_trial,50,video-button-response,,
1185,1_cube_black,,,,,,,1,,,,,,,,,,,,0.0-19.0-2.0,,,,0,995,,stimuli/lb_hb_c_last.jpg,,,248863,,feedback_trial,51,image-button-response,,
1185,1_cube_black,,1,,,,,1,True,Yes,True,,3,,,,,,,0.0-20.0-0.0,,,,Yes,1582,,stimuli/lb_ly_c_first.jpg,,,250446,,prediction_trial,52,image-button-response,,
