workerid,proliferate.condition,age,bonus,condition,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,time_elapsed,trial,trial_index,trial_type,error
1588,2_cube_red,70,0.24,2,Non-Hispanic,it appeared that most would not cross the finish line with the degree of incline,Male,0.0-27.0,0.5,White,"{'age': '70', 'race': 'White', 'gender': 'Male', 'feedback': 'it appeared that most would not cross the finish line with the degree of incline', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",54695,409671,exit_survey,61,survey-html-form,
1516,2_cube_red,76,0.09,2,Non-Hispanic,guesswork,Female,0.0-27.0,0.1875,Black/African American,"{'age': '76', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'guesswork', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20723,342630,exit_survey,61,survey-html-form,
1556,2_cube_red,34,0.39,2,Non-Hispanic,The yellow ramp never crossed the finish line.  Only the red block and blue ramp crossed.,Male,0.0-27.0,0.8125,Multiracial,"{'age': '34', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'The yellow ramp never crossed the finish line.  Only the red block and blue ramp crossed.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",30686,286963,exit_survey,61,survey-html-form,
1520,2_cube_red,50,0.24,2,,,Female,0.0-27.0,0.5,White,"{'age': '50', 'race': 'White', 'gender': 'Female', 'feedback': '', 'other_race': '', 'other_gender': ''}",21641,291243,exit_survey,61,survey-html-form,
1572,2_cube_red,24,0.45,2,Non-Hispanic,"The first time I saw each combination, I just made my best guess. Each time after that, I remembered the first outcome for each because there was no reason for it to change suddenly.",Female,0.0-27.0,0.9375,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'The first time I saw each combination, I just made my best guess. Each time after that, I remembered the first outcome for each because there was no reason for it to change suddenly.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",67986,405094,exit_survey,61,survey-html-form,
1504,2_cube_red,22,0.24,2,Non-Hispanic,The look of the cube and the slope of the ramp.,Male,0.0-27.0,0.5,White,"{'age': '22', 'race': 'White', 'gender': 'Male', 'feedback': 'The look of the cube and the slope of the ramp.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21276,313058,exit_survey,61,survey-html-form,
1600,2_cube_red,26,0.36,2,Non-Hispanic,Pattern recognition perhaps like how red and blue usually got along physics wise to pass the line.,Male,0.0-27.0,0.75,Asian,"{'age': '26', 'race': 'Asian', 'gender': 'Male', 'feedback': 'Pattern recognition perhaps like how red and blue usually got along physics wise to pass the line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",31479,296352,exit_survey,61,survey-html-form,
1612,2_cube_red,26,0.42,2,Non-Hispanic,the color of ramp and block combination ,Female,0.0-27.0,0.875,Asian,"{'age': '26', 'race': 'Asian', 'gender': 'Female', 'feedback': 'the color of ramp and block combination ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",23923,319582,exit_survey,61,survey-html-form,
1532,2_cube_red,38,0.27,2,Non-Hispanic,,Male,0.0-27.0,0.5625,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",18549,297076,exit_survey,61,survey-html-form,
1576,2_cube_red,51,0.3,2,Non-Hispanic,"The color matching.  Took me a few trials to figure out what was happening.    Was difficult to remember where each color pair would end, thought it was only going to be which one crossed the line or not.",Male,0.0-27.0,0.625,White,"{'age': '51', 'race': 'White', 'gender': 'Male', 'feedback': 'The color matching.  Took me a few trials to figure out what was happening.    Was difficult to remember where each color pair would end, thought it was only going to be which one crossed the line or not.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",64632,349061,exit_survey,61,survey-html-form,
1564,2_cube_red,52,0.32999999999999996,2,Non-Hispanic,"I found the red box seemed to go further, especially with the blue slide. ",Female,0.0-27.0,0.6875,White,"{'age': '52', 'race': 'White', 'gender': 'Female', 'feedback': 'I found the red box seemed to go further, especially with the blue slide. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",50089,397370,exit_survey,61,survey-html-form,
1604,2_cube_red,40,0.39,2,Non-Hispanic,Only the red block on the blue ramp crossed.,Male,0.0-27.0,0.8125,White,"{'age': '40', 'race': 'White', 'gender': 'Male', 'feedback': 'Only the red block on the blue ramp crossed.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16835,297620,exit_survey,61,survey-html-form,
1548,2_cube_red,21,0.12,2,Hispanic,"I mainly made my decision by looking a the angle of the cube. However, from a side view, I could not determine the entire length of the ramp.",Male,0.0-27.0,0.25,White,"{'age': '21', 'race': 'White', 'gender': 'Male', 'feedback': 'I mainly made my decision by looking a the angle of the cube. However, from a side view, I could not determine the entire length of the ramp.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",74115,318264,exit_survey,61,survey-html-form,
1512,2_cube_red,24,0.39,2,Non-Hispanic,The repeating patterns of which colored blocks crossed the line with the colored ramps.,Female,0.0-27.0,0.8125,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'The repeating patterns of which colored blocks crossed the line with the colored ramps.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",27265,277525,exit_survey,61,survey-html-form,
1500,2_cube_red,64,0.3,2,Non-Hispanic,The color ,Female,0.0-27.0,0.625,Multiracial,"{'age': '64', 'race': 'Multiracial', 'gender': 'Female', 'feedback': 'The color ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",43058,469982,exit_survey,61,survey-html-form,
1536,2_cube_red,24,0.39,2,Non-Hispanic,i waited to see if there was a pattern through trail and error,Female,0.0-27.0,0.8125,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'i waited to see if there was a pattern through trail and error', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",37238,327333,exit_survey,61,survey-html-form,
1560,2_cube_red,35,0.36,2,Non-Hispanic,,Male,0.0-27.0,0.75,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10532,347240,exit_survey,61,survey-html-form,
1528,2_cube_red,72,0.32999999999999996,2,Non-Hispanic,Decided there was a patern of red block on blue ramp that would make it.,Female,0.0-27.0,0.6875,White,"{'age': '72', 'race': 'White', 'gender': 'Female', 'feedback': 'Decided there was a patern of red block on blue ramp that would make it.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",36085,352047,exit_survey,61,survey-html-form,
1592,2_cube_red,42,0.36,2,Non-Hispanic,I initially guessed until I realized the correct combination for the ramp colors and block colors that would result in the block crossing the finish line.,Male,0.0-27.0,0.75,White,"{'age': '42', 'race': 'White', 'gender': 'Male', 'feedback': 'I initially guessed until I realized the correct combination for the ramp colors and block colors that would result in the block crossing the finish line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",76080,406828,exit_survey,61,survey-html-form,
1524,2_cube_red,50,0.24,2,Non-Hispanic,,Female,0.0-27.0,0.5,White,"{'age': '50', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13209,252950,exit_survey,61,survey-html-form,
1508,2_cube_red,28,0.3,2,Non-Hispanic,,Female,0.0-27.0,0.625,Black/African American,"{'age': '28', 'race': 'Black/African American', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",12519,467233,exit_survey,61,survey-html-form,
1580,2_cube_red,32,0.42,2,Non-Hispanic,,Male,0.0-27.0,0.875,Asian,"{'age': '32', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",10215,269999,exit_survey,61,survey-html-form,
1596,2_cube_red,36,0.36,2,Non-Hispanic,"I knew that the blue ramp, red block was the only combination that resulted in the block crossing the finish line.",Female,0.0-27.0,0.75,White,"{'age': '36', 'race': 'White', 'gender': 'Female', 'feedback': 'I knew that the blue ramp, red block was the only combination that resulted in the block crossing the finish line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",31977,256880,exit_survey,61,survey-html-form,
1616,2_cube_red,60,0.36,2,Hispanic,I think the color of the block and the color of the ramp would determine if the block would pass the line or not and tried to remember what had happened before,Male,0.0-27.0,0.75,White,"{'age': '60', 'race': 'White', 'gender': 'Male', 'feedback': 'I think the color of the block and the color of the ramp would determine if the block would pass the line or not and tried to remember what had happened before', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",72649,371772,exit_survey,61,survey-html-form,
1552,2_cube_red,38,0.36,2,Non-Hispanic,I just remembered the color combination of the block and ramp that crossed the finish line,Male,0.0-27.0,0.75,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': 'I just remembered the color combination of the block and ramp that crossed the finish line', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",66126,457723,exit_survey,61,survey-html-form,
1584,2_cube_red,33,0.32999999999999996,2,Non-Hispanic,Size and shape of object and ramp,Male,0.0-27.0,0.6875,Asian,"{'age': '33', 'race': 'Asian', 'gender': 'Male', 'feedback': 'Size and shape of object and ramp', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20516,430990,exit_survey,61,survey-html-form,
1608,2_cube_red,67,0.18,2,,Have a great day.,Female,0.0-27.0,0.375,White,"{'age': '67', 'race': 'White', 'gender': 'Female', 'feedback': 'Have a great day.', 'other_race': '', 'other_gender': ''}",43330,505638,exit_survey,61,survey-html-form,
1540,2_cube_red,30,0.32999999999999996,2,Non-Hispanic,no,Female,0.0-27.0,0.6875,Black/African American,"{'age': '30', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'no', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",24480,339229,exit_survey,61,survey-html-form,
1544,2_cube_red,22,0.32999999999999996,2,,,Male,0.0-27.0,0.6875,White,"{'age': '22', 'race': 'White', 'gender': 'Male', 'feedback': '', 'other_race': '', 'other_gender': ''}",41284,359153,exit_survey,61,survey-html-form,
1568,2_cube_red,62,0.24,2,Non-Hispanic,Finally figured out that only one combination would make it over the line.,Female,0.0-27.0,0.5,White,"{'age': '62', 'race': 'White', 'gender': 'Female', 'feedback': 'Finally figured out that only one combination would make it over the line.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",71022,589832,exit_survey,61,survey-html-form,
1503,1_cube_black,41,0.39,1,Non-Hispanic,"I started out by answering the same to the first few questions because I had nothing to go on, but I kept the actual answers in mind as I continued, and it was easy from there.",Female,0.0-27.0,0.8125,White,"{'age': '41', 'race': 'White', 'gender': 'Female', 'feedback': 'I started out by answering the same to the first few questions because I had nothing to go on, but I kept the actual answers in mind as I continued, and it was easy from there.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",53528,328826,exit_survey,61,survey-html-form,
1535,1_cube_black,27,0.21,1,Non-Hispanic,I thought the blocks may be slightly different angles,Female,0.0-27.0,0.4375,White,"{'age': '27', 'race': 'White', 'gender': 'Female', 'feedback': 'I thought the blocks may be slightly different angles', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",26023,302004,exit_survey,61,survey-html-form,
1531,1_cube_black,72,0.45,1,Non-Hispanic,"The distance and the shape of the blocks made me think it would be impossible for any blocks to cross the line at first, which was true except for the yellow riser and the black block. I chose ""yes"" for the yellow rise/black block every time after that and ""no"" for everything else.",Female,0.0-27.0,0.9375,White,"{'age': '72', 'race': 'White', 'gender': 'Female', 'feedback': 'The distance and the shape of the blocks made me think it would be impossible for any blocks to cross the line at first, which was true except for the yellow riser and the black block. I chose ""yes"" for the yellow rise/black block every time after that and ""no"" for everything else.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",147480,570169,exit_survey,61,survey-html-form,
1527,1_cube_black,31,0.24,1,Non-Hispanic,The color of the block and ramp was a factor in determining how far the block would go,Male,0.0-27.0,0.5,Multiracial,"{'age': '31', 'race': 'Multiracial', 'gender': 'Male', 'feedback': 'The color of the block and ramp was a factor in determining how far the block would go', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",42343,391395,exit_survey,61,survey-html-form,
1571,1_cube_black,21,0.24,1,Non-Hispanic,i honestly took my best guess,Female,0.0-27.0,0.5,White,"{'age': '21', 'race': 'White', 'gender': 'Female', 'feedback': 'i honestly took my best guess', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21172,600614,exit_survey,61,survey-html-form,
1559,1_cube_black,67,0.12,1,Non-Hispanic,This is a game of chance. There were no factors involved - just guesses.,Female,0.0-27.0,0.25,White,"{'age': '67', 'race': 'White', 'gender': 'Female', 'feedback': 'This is a game of chance. There were no factors involved - just guesses.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",60850,429820,exit_survey,61,survey-html-form,
1543,1_cube_black,31,0.32999999999999996,1,Non-Hispanic,,Female,0.0-27.0,0.6875,White,"{'age': '31', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",6008,224148,exit_survey,61,survey-html-form,
1563,1_cube_black,51,0.3,1,Non-Hispanic,The black block usually crossed the finish line and the red block usually did not.,Female,0.0-27.0,0.625,Black/African American,"{'age': '51', 'race': 'Black/African American', 'gender': 'Female', 'feedback': 'The black block usually crossed the finish line and the red block usually did not.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",40944,435251,exit_survey,61,survey-html-form,
1579,1_cube_black,24,0.42,1,Non-Hispanic,Guessed at first and then remembered the outcome and how each item (block and ramp) seemed to influence the outcome,Female,0.0-27.0,0.875,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'Guessed at first and then remembered the outcome and how each item (block and ramp) seemed to influence the outcome', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",49785,313465,exit_survey,61,survey-html-form,
1551,1_cube_black,72,0.24,1,Non-Hispanic,This was fun...thank you,Female,0.0-27.0,0.5,White,"{'age': '72', 'race': 'White', 'gender': 'Female', 'feedback': 'This was fun...thank you', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",24080,304415,exit_survey,61,survey-html-form,
1607,1_cube_black,45,0.45,1,Non-Hispanic,"At beginning I just had a couple of lucky guesses, then I noticed the black block moved further and the yellow ramp moved further as well. ",Male,0.0-27.0,0.9375,White,"{'age': '45', 'race': 'White', 'gender': 'Male', 'feedback': 'At beginning I just had a couple of lucky guesses, then I noticed the black block moved further and the yellow ramp moved further as well. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",47373,381996,exit_survey,61,survey-html-form,
1511,1_cube_black,45,0.42,1,Non-Hispanic,The behavior of the blocks and ramps in relation to there color became clear pretty quickly on how they effected the momentum of the blocks.,Male,0.0-27.0,0.875,White,"{'age': '45', 'race': 'White', 'gender': 'Male', 'feedback': 'The behavior of the blocks and ramps in relation to there color became clear pretty quickly on how they effected the momentum of the blocks.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",70910,364720,exit_survey,61,survey-html-form,
1499,1_cube_black,47,0.32999999999999996,1,Hispanic,Black cubes crossed the line more often. Red cubes never crossed the line.,Male,0.0-27.0,0.6875,White,"{'age': '47', 'race': 'White', 'gender': 'Male', 'feedback': 'Black cubes crossed the line more often. Red cubes never crossed the line.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",86501,427719,exit_survey,61,survey-html-form,
1539,1_cube_black,64,0.42,1,Non-Hispanic,I learned from my incorrect answers. Initially I was just guessing.,Female,0.0-27.0,0.875,White,"{'age': '64', 'race': 'White', 'gender': 'Female', 'feedback': 'I learned from my incorrect answers. Initially I was just guessing.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29131,312710,exit_survey,61,survey-html-form,
1515,1_cube_black,63,0.27,1,Non-Hispanic,The color of the ramp or if the block seemed to be higher on the ramp,Female,0.0-27.0,0.5625,White,"{'age': '63', 'race': 'White', 'gender': 'Female', 'feedback': 'The color of the ramp or if the block seemed to be higher on the ramp', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",47028,409392,exit_survey,61,survey-html-form,
1603,1_cube_black,61,0.09,1,Non-Hispanic,No questions,Female,0.0-27.0,0.1875,White,"{'age': '61', 'race': 'White', 'gender': 'Female', 'feedback': 'No questions', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33101,304005,exit_survey,61,survey-html-form,
