workerid,proliferate.condition,age,bonus,ethnicity,feedback,gender,internal_node_id,overall_accuracy,race,response,rt,rule,time_elapsed,trial,trial_index,trial_type,error
645,color_off,26,0.15000000000000002,Non-Hispanic,,Male,0.0-40.0,0.375,White,"{'age': '26', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",66894,dark,177074,exit_survey,50,survey-html-form,
674,color_off,70,0.4,Non-Hispanic,"I quickly learned that objects that were dark were blickets, and responded accordingly.",Male,0.0-40.0,1,Asian,"{'age': '70', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I quickly learned that objects that were dark were blickets, and responded accordingly.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",52774,dark,355993,exit_survey,44,survey-html-form,
617,color_off,29,0.375,Non-Hispanic,Just tried to pattern match,Female,0.0-40.0,0.9375,White,"{'age': '29', 'race': 'White', 'gender': 'Female', 'feedback': 'Just tried to pattern match', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",16248,light,116031,exit_survey,44,survey-html-form,
675,color_off,55,0.375,Non-Hispanic,No questions. It was fairly straight forward after I figured out the pattern.,Male,0.0-40.0,0.9375,White,"{'age': '55', 'race': 'White', 'gender': 'Male', 'feedback': 'No questions. It was fairly straight forward after I figured out the pattern.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",54551,dark,311702,exit_survey,44,survey-html-form,
601,color_off,22,0.4,Hispanic,,Male,0.0-40.0,1,White,"{'age': '22', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",16578,dark,132910,exit_survey,44,survey-html-form,
722,color_off,35,0.2,Non-Hispanic,,Male,0.0-40.0,0.5,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",101323,light,167821,exit_survey,44,survey-html-form,
703,color_off,31,0.375,Non-Hispanic,"I tried cylinders first, and was wrong, so I assumed that it was light.",Female,0.0-40.0,0.9375,White,"{'age': '31', 'race': 'White', 'gender': 'Female', 'feedback': 'I tried cylinders first, and was wrong, so I assumed that it was light.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",41536,light,183386,exit_survey,44,survey-html-form,
654,color_off,32,0.375,Non-Hispanic,"I think it was just color. Black was on (or off, i forget already), white the opposite.",Male,0.0-40.0,0.9375,White,"{'age': '32', 'race': 'White', 'gender': 'Male', 'feedback': 'I think it was just color. Black was on (or off, i forget already), white the opposite.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",26728,light,190374,exit_survey,44,survey-html-form,
629,color_off,33,0.35000000000000003,Non-Hispanic,I remember which ones turned it on.,Female,0.0-40.0,0.875,White,"{'age': '33', 'race': 'White', 'gender': 'Female', 'feedback': 'I remember which ones turned it on.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",44503,dark,488885,exit_survey,44,survey-html-form,
649,color_off,67,0.4,Non-Hispanic,No questions,Female,0.0-40.0,1,White,"{'age': '67', 'race': 'White', 'gender': 'Female', 'feedback': 'No questions', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33653,light,280799,exit_survey,44,survey-html-form,
713,color_off,51,0.4,Non-Hispanic,I just guessed until I figured out the pattern.,Female,0.0-40.0,1,White,"{'age': '51', 'race': 'White', 'gender': 'Female', 'feedback': 'I just guessed until I figured out the pattern.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",25717,dark,179596,exit_survey,44,survey-html-form,
662,color_off,39,0.35000000000000003,,it was easy to quickly figure out that the dark items were the ones that worked,Female,0.0-40.0,0.875,White,"{'age': '39', 'race': 'White', 'gender': 'Female', 'feedback': 'it was easy to quickly figure out that the dark items were the ones that worked', 'other_race': '', 'other_gender': ''}",53783,dark,202323,exit_survey,44,survey-html-form,
621,color_off,34,0.375,Non-Hispanic,,Male,0.0-40.0,0.9375,Asian,"{'age': '34', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",7784,light,129071,exit_survey,62,survey-html-form,
658,color_off,31,0.35000000000000003,Non-Hispanic,I just responded to everything as yes at first until I figured out what was the correct answer. ,Male,0.0-40.0,0.875,White,"{'age': '31', 'race': 'White', 'gender': 'Male', 'feedback': 'I just responded to everything as yes at first until I figured out what was the correct answer. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",49358,dark,203319,exit_survey,44,survey-html-form,
687,color_off,28,0.35000000000000003,Non-Hispanic,I just tried to find any blickets at all until I knew all the outcomes,Male,0.0-40.0,0.875,Asian,"{'age': '28', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I just tried to find any blickets at all until I knew all the outcomes', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",62744,light,175354,exit_survey,44,survey-html-form,
625,color_off,25,0.375,Non-Hispanic,based on whether the machine was on based on previous trials ,Female,0.0-40.0,0.9375,White,"{'age': '25', 'race': 'White', 'gender': 'Female', 'feedback': 'based on whether the machine was on based on previous trials ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29137,dark,136178,exit_survey,44,survey-html-form,
605,color_off,38,0.375,Non-Hispanic,The light colored objects seemed to power the machine,Male,0.0-40.0,0.9375,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': 'The light colored objects seemed to power the machine', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",60206,dark,239926,exit_survey,44,survey-html-form,
691,color_off,32,0.35000000000000003,Non-Hispanic,"Pretty easy, it came down to if it was right or wrong. ",Male,0.0-40.0,0.875,White,"{'age': '32', 'race': 'White', 'gender': 'Male', 'feedback': 'Pretty easy, it came down to if it was right or wrong. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",25926,light,142677,exit_survey,44,survey-html-form,
670,color_off,29,0.35000000000000003,Non-Hispanic,,Male,0.0-40.0,0.875,Asian,"{'age': '29', 'race': 'Asian', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",8389,light,90403,exit_survey,44,survey-html-form,
613,color_off,27,0.35000000000000003,Non-Hispanic,Once I realized that light blocks were blickets it was much easier,Male,0.0-40.0,0.875,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': 'Once I realized that light blocks were blickets it was much easier', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29807,light,133046,exit_survey,44,survey-html-form,
717,color_off,27,0.35000000000000003,Non-Hispanic,guessed until it revealed the necessary information,Male,0.0-40.0,0.875,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': 'guessed until it revealed the necessary information', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",39064,dark,207873,exit_survey,44,survey-html-form,
666,color_off,30,0.375,Non-Hispanic,The color of the blicket whether it looked like light was coming through or not. ,Female,0.0-40.0,0.9375,White,"{'age': '30', 'race': 'White', 'gender': 'Female', 'feedback': 'The color of the blicket whether it looked like light was coming through or not. ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",37892,dark,182394,exit_survey,50,survey-html-form,
637,color_off,22,0.4,Non-Hispanic,"Nothing in particular. For some reason, I just figured lighter colors = blicket.",Female,0.0-40.0,1,White,"{'age': '22', 'race': 'White', 'gender': 'Female', 'feedback': 'Nothing in particular. For some reason, I just figured lighter colors = blicket.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",34176,light,117624,exit_survey,44,survey-html-form,
695,color_off,46,0.375,Non-Hispanic,the colors,Male,0.0-40.0,0.9375,White,"{'age': '46', 'race': 'White', 'gender': 'Male', 'feedback': 'the colors', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",26225,dark,207773,exit_survey,44,survey-html-form,
683,color_off,68,0.375,Hispanic,,Male,0.0-40.0,0.9375,White,"{'age': '68', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",16585,light,164588,exit_survey,44,survey-html-form,
609,color_off,19,0.4,Non-Hispanic,I guessed that color would determine if it was or wasn't a blicket ,Female,0.0-40.0,1,White,"{'age': '19', 'race': 'White', 'gender': 'Female', 'feedback': ""I guessed that color would determine if it was or wasn't a blicket "", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",23759,dark,136239,exit_survey,50,survey-html-form,
631,shape_on,27,0.375,Non-Hispanic,I figured out the cubes were blickets pretty quickly,Male,0.0-40.0,0.9375,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': 'I figured out the cubes were blickets pretty quickly', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33977,cube,163964,exit_survey,44,survey-html-form,
640,shape_on,38,0.4,Non-Hispanic,I kind of got lucky in the beginning and guessed if the object was a blicket. It was and assumed that shape was the blicket. That turned out to be correct.,Male,0.0-40.0,1,Asian,"{'age': '38', 'race': 'Asian', 'gender': 'Male', 'feedback': 'I kind of got lucky in the beginning and guessed if the object was a blicket. It was and assumed that shape was the blicket. That turned out to be correct.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",56123,cylinder,156615,exit_survey,44,survey-html-form,
694,shape_on,37,0.375,Non-Hispanic,Whether the shape was a square or not,Male,0.0-40.0,0.9375,White,"{'age': '37', 'race': 'White', 'gender': 'Male', 'feedback': 'Whether the shape was a square or not', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21005,cube,115766,exit_survey,44,survey-html-form,
712,shape_on,24,0.4,Hispanic,I figured the cubes were able to turn on the machine from the example used at the beginning of the study.,Female,0.0-40.0,1,White,"{'age': '24', 'race': 'White', 'gender': 'Female', 'feedback': 'I figured the cubes were able to turn on the machine from the example used at the beginning of the study.', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",33992,cube,163494,exit_survey,50,survey-html-form,
623,shape_on,27,0.35000000000000003,Hispanic,,Male,0.0-40.0,0.875,Multiracial,"{'age': '27', 'race': 'Multiracial', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",12408,cube,164736,exit_survey,44,survey-html-form,
628,shape_on,53,0.4,Non-Hispanic,round objects were blickets no matter their color while square objects were not,Female,0.0-40.0,1,White,"{'age': '53', 'race': 'White', 'gender': 'Female', 'feedback': 'round objects were blickets no matter their color while square objects were not', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",33035,cylinder,164096,exit_survey,44,survey-html-form,
636,shape_on,56,0.325,Non-Hispanic,I tried to watch for patterns ,Female,0.0-40.0,0.8125,White,"{'age': '56', 'race': 'White', 'gender': 'Female', 'feedback': 'I tried to watch for patterns ', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': 'female'}",22823,cylinder,265723,exit_survey,44,survey-html-form,
608,shape_on,68,0.325,Non-Hispanic,The shape of the object determined my response,Female,0.0-40.0,0.8125,White,"{'age': '68', 'race': 'White', 'gender': 'Female', 'feedback': 'The shape of the object determined my response', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",46831,cube,275996,exit_survey,44,survey-html-form,
657,shape_on,34,0.375,Non-Hispanic,I just quickly noticed that cylinders were blickets and squares weren't. no issues,Male,0.0-40.0,0.9375,Multiracial,"{'age': '34', 'race': 'Multiracial', 'gender': 'Male', 'feedback': ""I just quickly noticed that cylinders were blickets and squares weren't. no issues"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",54612,cylinder,188392,exit_survey,44,survey-html-form,
612,shape_on,19,0.25,Non-Hispanic,,Female,0.0-40.0,0.625,White,"{'age': '19', 'race': 'White', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",32104,cube,167042,exit_survey,50,survey-html-form,
620,shape_on,33,0.325,Non-Hispanic,None,Male,0.0-40.0,0.8125,Asian,"{'age': '33', 'race': 'Asian', 'gender': 'Male', 'feedback': 'None', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9849,cube,139201,exit_survey,50,survey-html-form,
721,shape_on,38,0.375,Non-Hispanic,Process of elimination.,Male,0.0-40.0,0.9375,White,"{'age': '38', 'race': 'White', 'gender': 'Male', 'feedback': 'Process of elimination.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",20365,cube,126873,exit_survey,44,survey-html-form,
673,shape_on,36,0.35000000000000003,Non-Hispanic,,Female,0.0-40.0,0.875,Asian,"{'age': '36', 'race': 'Asian', 'gender': 'Female', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",5993,cylinder,104159,exit_survey,44,survey-html-form,
665,shape_on,39,0.375,Non-Hispanic,"I just hit yes for the first two, seeing as they both worked I figured the other two would not and was correct",Male,0.0-40.0,0.9375,White,"{'age': '39', 'race': 'White', 'gender': 'Male', 'feedback': 'I just hit yes for the first two, seeing as they both worked I figured the other two would not and was correct', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",38532,cube,164011,exit_survey,44,survey-html-form,
600,shape_on,25,0.30000000000000004,Non-Hispanic,the shape of the object,Female,0.0-40.0,0.75,White,"{'age': '25', 'race': 'White', 'gender': 'Female', 'feedback': 'the shape of the object', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",13714,cylinder,100120,exit_survey,44,survey-html-form,
678,shape_on,42,0.35000000000000003,Non-Hispanic,Trial and error,Female,0.0-40.0,0.875,White,"{'age': '42', 'race': 'White', 'gender': 'Female', 'feedback': 'Trial and error', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",11849,cylinder,104794,exit_survey,44,survey-html-form,
716,shape_on,27,0.30000000000000004,Hispanic,memorization,Female,0.0-40.0,0.75,White,"{'age': '27', 'race': 'White', 'gender': 'Female', 'feedback': 'memorization', 'ethnicity': 'Hispanic', 'other_race': '', 'other_gender': ''}",14477,cube,120095,exit_survey,44,survey-html-form,
644,shape_on,27,0.30000000000000004,Non-Hispanic,,Male,0.0-40.0,0.75,White,"{'age': '27', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",9494,cube,78374,exit_survey,44,survey-html-form,
702,shape_on,50,0.4,Non-Hispanic,"Shape, but only through initial trial.",Female,0.0-40.0,1,White,"{'age': '50', 'race': 'White', 'gender': 'Female', 'feedback': 'Shape, but only through initial trial.', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",29878,cube,189025,exit_survey,44,survey-html-form,
698,shape_on,57,0.4,Non-Hispanic,I happened to guess the first four correctly then replicated my answers,Female,0.0-40.0,1,White,"{'age': '57', 'race': 'White', 'gender': 'Female', 'feedback': 'I happened to guess the first four correctly then replicated my answers', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",35157,cube,296809,exit_survey,50,survey-html-form,
661,shape_on,38,0.15000000000000002,,,Female,0.0-40.0,0.375,White,"{'age': '38', 'race': 'White', 'gender': 'Female', 'feedback': '', 'other_race': '', 'other_gender': ''}",11569,cube,194384,exit_survey,50,survey-html-form,
603,shape_on,35,0.25,Non-Hispanic,,Male,0.0-40.0,0.625,White,"{'age': '35', 'race': 'White', 'gender': 'Male', 'feedback': '', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",14794,cube,133111,exit_survey,50,survey-html-form,
