workerid,proliferate.condition,accuracy,accuracy_bool,age,bonus,correct_img,correct_key,correct_response,ethnicity,failed_audio,failed_images,failed_video,feedback,gender,hidden_img,img_selected,internal_node_id,overall_accuracy,question_order,race,response,rt,rule,stimulus,success,time_elapsed,timeout,trial,trial_index,trial_type,view_history,error
650,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-11.0,,,, ,695,light,blicket_images/ls_on.jpg,,66690,,feedback,15,image-keyboard-response,,
650,color_on,True,1,,,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-12.0,,,,j,1943,light,blicket_images/lc.jpg,,68634,,blicket,16,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-13.0,,,, ,527,light,blicket_images/lc_on.jpg,,69162,,feedback,17,image-keyboard-response,,
650,color_on,True,1,,,,j,on,,,,,,,blicket_images/ls.jpg,,0.0-14.0,,,,j,848,light,blicket_images/ls.jpg,,70010,,blicket,18,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-15.0,,,, ,582,light,blicket_images/ls_on.jpg,,70594,,feedback,19,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-16.0,,,,f,671,light,blicket_images/dc.jpg,,71266,,blicket,20,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-17.0,,,, ,607,light,blicket_images/dc_off.jpg,,71874,,feedback,21,image-keyboard-response,,
650,color_on,True,1,,,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-18.0,,,,j,615,light,blicket_images/lc.jpg,,72490,,blicket,22,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-19.0,,,, ,527,light,blicket_images/lc_on.jpg,,73018,,feedback,23,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-20.0,,,,f,583,light,blicket_images/ds.jpg,,73602,,blicket,24,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-21.0,,,, ,516,light,blicket_images/ds_off.jpg,,74121,,feedback,25,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-22.0,,,,f,583,light,blicket_images/dc.jpg,,74705,,blicket,26,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-23.0,,,, ,503,light,blicket_images/dc_off.jpg,,75210,,feedback,27,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-24.0,,,,f,559,light,blicket_images/ds.jpg,,75770,,blicket,28,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-25.0,,,, ,487,light,blicket_images/ds_off.jpg,,76258,,feedback,29,image-keyboard-response,,
650,color_on,True,1,,,,j,on,,,,,,,blicket_images/ls.jpg,,0.0-26.0,,,,j,583,light,blicket_images/ls.jpg,,76842,,blicket,30,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-27.0,,,, ,527,light,blicket_images/ls_on.jpg,,77369,,feedback,31,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-28.0,,,,f,543,light,blicket_images/ds.jpg,,77914,,blicket,32,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-29.0,,,, ,511,light,blicket_images/ds_off.jpg,,78426,,feedback,33,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/dc.jpg,,0.0-30.0,,,,f,551,light,blicket_images/dc.jpg,,78977,,blicket,34,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-31.0,,,, ,464,light,blicket_images/dc_off.jpg,,79442,,feedback,35,image-keyboard-response,,
650,color_on,True,1,,,,j,on,,,,,,,blicket_images/lc.jpg,,0.0-32.0,,,,j,597,light,blicket_images/lc.jpg,,80042,,blicket,36,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-33.0,,,, ,470,light,blicket_images/lc_on.jpg,,80514,,feedback,37,image-keyboard-response,,
650,color_on,True,1,,,,f,off,,,,,,,blicket_images/ds.jpg,,0.0-34.0,,,,f,559,light,blicket_images/ds.jpg,,81073,,blicket,38,image-keyboard-response,,
650,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-35.0,,,, ,447,light,blicket_images/ds_off.jpg,,81522,,feedback,39,image-keyboard-response,,
650,color_on,True,1,,,,j,on,,,,,,,blicket_images/ls.jpg,,0.0-36.0,,,,j,591,light,blicket_images/ls.jpg,,82114,,blicket,40,image-keyboard-response,,
650,color_on,True,1,,,blicket_images/ls.jpg,,ls,,,,,,,,blicket_images/ls.jpg,0.0-37.0,,,,ls,3005,light,"Which of these options shows the image from the last trial, that you just saw?",,85120,,pop_quiz,41,html-button-response,,
650,color_on,True,1,,,,,"['lc', 'ls']",,,,,,,,,0.0-38.0,,[0],,"['lc', 'ls']",5366,light,,,90491,,rule_question,42,survey-multi-select,,
650,color_on,,,,,,,,,,,,,,,,0.0-39.0,,,,0,2403,light,"<p>Thank you for participating!</p>You answered 16 out of 16 trials correctly, and will recieve a $0.40 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,92896,,,43,html-button-response,,
650,color_on,,,63,0.4,,,,Non-Hispanic,,,,none --  i just guessed right the first time,Female,,,0.0-40.0,1,,White,"{'age': '63', 'race': 'White', 'gender': 'Female', 'feedback': 'none --  i just guessed right the first time', 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",21141,light,,,114038,,exit_survey,44,survey-html-form,,
606,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,dark,,True,99,False,,0,preload,,
606,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,dark,,True,159,False,,1,preload,,
606,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,dark,,True,3476,,,2,fullscreen,,
606,color_on,,,,,,,,,,,,,,,,0.0-3.0,,,,0,4227,dark,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,7706,,,3,html-button-response,,
606,color_on,,,,,,,,,,,,,,,,0.0-4.0-0.0,,,,,17530,dark,,,25236,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 2847}, {'page_index': 1, 'viewing_time': 4223}, {'page_index': 2, 'viewing_time': 2314}, {'page_index': 3, 'viewing_time': 4631}, {'page_index': 4, 'viewing_time': 3516}]",
606,color_on,True,,,,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,13107,dark,blicket_images/red_pyramid.jpg,,38353,,comprehension_quiz,5,image-keyboard-response,,
606,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,1993,dark,blicket_images/red_pyramid_on.jpg,,40349,,comprehension_quiz,6,image-keyboard-response,,
606,color_on,True,,,,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,4431,dark,blicket_images/purple_prism.jpg,,44782,,comprehension_quiz,7,image-keyboard-response,,
606,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,1234,dark,blicket_images/purple_prism_off.jpg,,46018,,comprehension_quiz,8,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,30716,dark,,,76734,,,9,instructions,"[{'page_index': 0, 'viewing_time': 3188}, {'page_index': 1, 'viewing_time': 1608}, {'page_index': 2, 'viewing_time': 1187}, {'page_index': 3, 'viewing_time': 1242}, {'page_index': 4, 'viewing_time': 1072}, {'page_index': 5, 'viewing_time': 7269}, {'page_index': 6, 'viewing_time': 7278}, {'page_index': 7, 'viewing_time': 6720}, {'page_index': 8, 'viewing_time': 1153}]",
606,color_on,True,1,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-6.0,,,,f,5640,dark,blicket_images/lc.jpg,,82376,,blicket,10,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-7.0,,,, ,2001,dark,blicket_images/lc_off.jpg,,84380,,feedback,11,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-8.0,,,,j,2060,dark,blicket_images/ds.jpg,,86441,,blicket,12,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-9.0,,,, ,1137,dark,blicket_images/ds_on.jpg,,87580,,feedback,13,image-keyboard-response,,
606,color_on,False,0,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-10.0,,,,f,2513,dark,blicket_images/dc.jpg,,90095,,blicket,14,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-11.0,,,, ,3271,dark,blicket_images/dc_on.jpg,,93368,,feedback,15,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-12.0,,,,j,1779,dark,blicket_images/ds.jpg,,95148,,blicket,16,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-13.0,,,, ,1001,dark,blicket_images/ds_on.jpg,,96151,,feedback,17,image-keyboard-response,,
606,color_on,True,1,,,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-14.0,,,,f,1060,dark,blicket_images/ls.jpg,,97213,,blicket,18,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-15.0,,,, ,733,dark,blicket_images/ls_off.jpg,,97947,,feedback,19,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-16.0,,,,j,725,dark,blicket_images/dc.jpg,,98674,,blicket,20,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-17.0,,,, ,602,dark,blicket_images/dc_on.jpg,,99278,,feedback,21,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-18.0,,,,j,952,dark,blicket_images/ds.jpg,,100233,,blicket,22,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-19.0,,,, ,634,dark,blicket_images/ds_on.jpg,,100868,,feedback,23,image-keyboard-response,,
606,color_on,True,1,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-20.0,,,,f,655,dark,blicket_images/lc.jpg,,101525,,blicket,24,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-21.0,,,, ,790,dark,blicket_images/lc_off.jpg,,102324,,feedback,25,image-keyboard-response,,
606,color_on,True,1,,,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-22.0,,,,f,577,dark,blicket_images/ls.jpg,,102903,,blicket,26,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-23.0,,,, ,556,dark,blicket_images/ls_off.jpg,,103461,,feedback,27,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-24.0,,,,j,823,dark,blicket_images/dc.jpg,,104286,,blicket,28,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-25.0,,,, ,662,dark,blicket_images/dc_on.jpg,,104950,,feedback,29,image-keyboard-response,,
606,color_on,True,1,,,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-26.0,,,,f,623,dark,blicket_images/ls.jpg,,105574,,blicket,30,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-27.0,,,, ,800,dark,blicket_images/ls_off.jpg,,106376,,feedback,31,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-28.0,,,,j,600,dark,blicket_images/dc.jpg,,106977,,blicket,32,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-29.0,,,, ,609,dark,blicket_images/dc_on.jpg,,107587,,feedback,33,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-30.0,,,,j,597,dark,blicket_images/ds.jpg,,108186,,blicket,34,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-31.0,,,, ,632,dark,blicket_images/ds_on.jpg,,108819,,feedback,35,image-keyboard-response,,
606,color_on,True,1,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-32.0,,,,f,587,dark,blicket_images/lc.jpg,,109408,,blicket,36,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-33.0,,,, ,653,dark,blicket_images/lc_off.jpg,,110062,,feedback,37,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/ds.jpg,,0.0-34.0,,,,j,962,dark,blicket_images/ds.jpg,,111026,,blicket,38,image-keyboard-response,,
606,color_on,,,,,,,,,,,,,,blicket_images/ds.jpg,,0.0-35.0,,,, ,784,dark,blicket_images/ds_on.jpg,,111811,,feedback,39,image-keyboard-response,,
606,color_on,True,1,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-36.0,,,,j,571,dark,blicket_images/dc.jpg,,112383,,blicket,40,image-keyboard-response,,
606,color_on,False,0,,,blicket_images/dc.jpg,,dc,,,,,,,,blicket_images/ds.jpg,0.0-37.0,,,,ds,8097,dark,"Which of these options shows the image from the last trial, that you just saw?",,120482,,pop_quiz,41,html-button-response,,
606,color_on,True,1,,,,,"['dc', 'ds']",,,,,,,,,0.0-38.0,,[0],,"['dc', 'ds']",5530,dark,,,126021,,rule_question,42,survey-multi-select,,
606,color_on,,,,,,,,,,,,,,,,0.0-39.0,,,,0,3758,dark,"<p>Thank you for participating!</p>You answered 15 out of 16 trials correctly, and will recieve a $0.38 bonus.<p>Now you will complete a short survey before finishing the experiment.</p>",,129783,,,43,html-button-response,,
606,color_on,,,30,0.375,,,,Non-Hispanic,,,,I'm not sure how to explain my decisions (deduction?) but this was fun! :) Thank you!,Non-binary,,,0.0-40.0,0.9375,,Multiracial,"{'age': '30', 'race': 'Multiracial', 'gender': 'Non-binary', 'feedback': ""I'm not sure how to explain my decisions (deduction?) but this was fun! :) Thank you!"", 'ethnicity': 'Non-Hispanic', 'other_race': '', 'other_gender': ''}",59502,dark,,,189285,,exit_survey,44,survey-html-form,,
634,color_on,,,,,,,,,[],[],[],,,,,0.0-0.0,,,,,,dark,,True,783,False,,0,preload,,
634,color_on,,,,,,,,,[],[],[],,,,,0.0-1.0,,,,,,dark,,True,1378,False,,1,preload,,
634,color_on,,,,,,,,,,,,,,,,0.0-2.0,,,,,,dark,,True,4331,,,2,fullscreen,,
634,color_on,,,,,,,,,,,,,,,,0.0-3.0,,,,0,3044,dark,"<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:20px; max-width:900px;""><p><b>Description:</b> Welcome! You are invited to participate in a research study in cognitive psychology. You will be asked to perform various tasks on a computer which may include: looking at images or videos, listening to sounds, reading scenarios, or playing games. You may be asked a number of different questions about making judgments and intepreting people's actions. All information collected will remain confidential. </p> <p> <b>Risks and benefits:</b> Risks involved in this study are the same as those normally associated with using a computer (e.g., mild eye/arm strain). If you have any pre- existing conditions that might make reading and completing a computer-based survey strenuous for you, you should probably elect to not participate in this study. If at any time during the study you feel unable to participate because you are experiencing strain, you may end your participation without penalty. We cannot and do not guarantee or promise that you will receive any benefits from this study. Your decision whether or not to participate in this study will not affect your employment, medical care, and/or grades in school. </p><p><b>Time involvement:</b> Your participation in this experiment will take  5 minutes. </p><p><b> Payment:</b> If recruitment materials indicate payment (e.g., Prolific or other recruitment), you will receive compensation as indicated. </p><p><b>Subject's rights:</b> If you have read this notice and have decided to participate in this project, please understand your participation is voluntary and you have the right to withdraw your consent or discontinue participation at any time without penalty or loss of benefits to which you are otherwise entitled. You have the right to refuse to answer particular questions. Your individual privacy will be maintained in all published and written data resulting from the study. </p><p><b>Contact information:</b> If you have any questions, concerns or complaints about this research study, its procedures, or risks and benefits, you should ask the Protocol Director, (Professor Tobias Gerstenberg, Phone: (650) 725-2431; Email: gerstenberg@stanford.edu). </p><p><b>Independent contact:</b> If you are not satisfied with how this study is being conducted, or if you have any concerns, complaints, or general questions about the research or your rights as a participant, please contact the Stanford Institutional Review Board (IRB) to speak to someone independent of the research team via email at irb2-manager@lists.stanford.edu, or via phone at (650) 723-2480 or toll free at 1-866-680-2906. You can also write to the Stanford IRB, Stanford University, 3000 El Camino Real, Five Palo Alto Square, 4th Floor, Palo Alto, CA 94306. </p><p>You may want to print a copy of this consent form to keep. By clicking the button below, you acknowledge that you have read the above information, that you are 18 years of age, or older and give your consent to participate in our internet-based study and consent for us to analyze the resulting data. </p> </div><p> Do you agree with the terms of the experiment as explained above? </p>",,7377,,,3,html-button-response,,
634,color_on,,,,,,,,,,,,,,,,0.0-4.0-0.0,,,,,9397,dark,,,16775,,instructions_pt1,4,instructions,"[{'page_index': 0, 'viewing_time': 1500}, {'page_index': 1, 'viewing_time': 1662}, {'page_index': 2, 'viewing_time': 1816}, {'page_index': 3, 'viewing_time': 2652}, {'page_index': 4, 'viewing_time': 1767}]",
634,color_on,True,,,,,,j,,,,,,,,,0.0-4.0-1.0-0.0,,,,j,7150,dark,blicket_images/red_pyramid.jpg,,23928,,comprehension_quiz,5,image-keyboard-response,,
634,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-1.0,,,, ,1646,dark,blicket_images/red_pyramid_on.jpg,,25575,,comprehension_quiz,6,image-keyboard-response,,
634,color_on,True,,,,,,f,,,,,,,,,0.0-4.0-1.0-2.0,,,,f,7646,dark,blicket_images/purple_prism.jpg,,33222,,comprehension_quiz,7,image-keyboard-response,,
634,color_on,True,,,,,, ,,,,,,,,,0.0-4.0-1.0-3.0,,,, ,646,dark,blicket_images/purple_prism_off.jpg,,33870,,comprehension_quiz,8,image-keyboard-response,,
634,color_on,,,,,,,,,,,,,,,,0.0-5.0,,,,,21004,dark,,,54875,,,9,instructions,"[{'page_index': 0, 'viewing_time': 3078}, {'page_index': 1, 'viewing_time': 1307}, {'page_index': 2, 'viewing_time': 871}, {'page_index': 3, 'viewing_time': 1483}, {'page_index': 4, 'viewing_time': 1262}, {'page_index': 5, 'viewing_time': 5291}, {'page_index': 6, 'viewing_time': 3621}, {'page_index': 7, 'viewing_time': 2928}, {'page_index': 8, 'viewing_time': 1165}]",
634,color_on,True,1,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-6.0,,,,j,4413,dark,blicket_images/dc.jpg,,59290,,blicket,10,image-keyboard-response,,
634,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-7.0,,,, ,1056,dark,blicket_images/dc_on.jpg,,60347,,feedback,11,image-keyboard-response,,
634,color_on,False,0,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-8.0,,,,j,2692,dark,blicket_images/lc.jpg,,63040,,blicket,12,image-keyboard-response,,
634,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-9.0,,,, ,912,dark,blicket_images/lc_off.jpg,,63953,,feedback,13,image-keyboard-response,,
634,color_on,True,1,,,,f,off,,,,,,,blicket_images/ls.jpg,,0.0-10.0,,,,f,2128,dark,blicket_images/ls.jpg,,66082,,blicket,14,image-keyboard-response,,
634,color_on,,,,,,,,,,,,,,blicket_images/ls.jpg,,0.0-11.0,,,, ,882,dark,blicket_images/ls_off.jpg,,66965,,feedback,15,image-keyboard-response,,
634,color_on,True,1,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-12.0,,,,f,1010,dark,blicket_images/lc.jpg,,67990,,blicket,16,image-keyboard-response,,
634,color_on,,,,,,,,,,,,,,blicket_images/lc.jpg,,0.0-13.0,,,, ,982,dark,blicket_images/lc_off.jpg,,68972,,feedback,17,image-keyboard-response,,
634,color_on,True,1,,,,j,on,,,,,,,blicket_images/dc.jpg,,0.0-14.0,,,,j,586,dark,blicket_images/dc.jpg,,69559,,blicket,18,image-keyboard-response,,
634,color_on,,,,,,,,,,,,,,blicket_images/dc.jpg,,0.0-15.0,,,, ,534,dark,blicket_images/dc_on.jpg,,70094,,feedback,19,image-keyboard-response,,
634,color_on,True,1,,,,f,off,,,,,,,blicket_images/lc.jpg,,0.0-16.0,,,,f,1184,dark,blicket_images/lc.jpg,,71280,,blicket,20,image-keyboard-response,,
